cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5100,0,0,25,13,0,0
5200,0,0,113,18,0,0
5300,0,0,213,18,0,0
5400,2,0,294,18,0,0
5500,2,0,294,18,0,0
5600,2,0,294,18,0,0
5700,2,0,294,18,0,0
5800,2,0,294,18,0,0
5900,2,0,294,18,0,0
6000,42,0,298,18,0,0
6100,105,0,302,18,0,0
6200,140,0,310,18,0,0
6300,204,0,314,18,0,0
6400,237,0,322,18,1,0
6500,274,0,322,18,33,0
6600,333,0,330,18,33,0
6700,373,0,334,18,33,0
6800,431,0,342,18,33,0
6900,472,0,346,18,33,0
7000,472,0,350,18,66,0
7100,509,0,350,18,66,0
7200,567,0,358,18,66,0
7300,608,0,362,18,66,0
7400,665,0,370,18,66,0
7500,707,0,374,18,66,0
7600,716,0,378,18,99,0
7700,777,0,382,18,99,0
7800,814,0,390,18,99,0
7900,876,0,394,18,99,0
8000,912,0,402,18,99,0
8100,942,0,406,18,132,0
8200,942,0,406,18,132,0
8300,979,0,406,18,132,0
8400,1036,0,414,18,132,0
8500,1078,0,418,18,132,0
8600,1134,0,426,18,132,0
8700,1177,0,430,18,132,0
8800,1177,0,434,18,165,0
8900,1214,0,434,18,165,0
9000,1250,0,442,18,165,0
9100,1313,0,446,18,165,0
9200,1348,0,454,18,165,0
9300,1412,0,458,18,165,0
9400,1412,0,462,18,198,0
9500,1422,0,462,18,198,0
9600,1482,0,466,18,198,0
9700,1520,0,474,18,198,0
9800,1581,0,478,18,198,0
9900,1618,0,486,18,198,0
10000,1647,0,490,18,231,0
10100,1651,0,490,18,231,0
10200,1717,0,494,18,231,0
10300,1750,0,498,18,231,0
10400,1815,0,506,18,231,0
10500,1849,0,510,18,231,0
10600,1883,0,518,18,261,0
10700,1883,0,518,18,263,0
10800,1883,0,518,18,263,0
10900,1883,0,518,18,263,0
11000,1883,0,518,18,263,0
11100,1883,0,518,18,263,0
11200,1883,0,518,18,263,0
11300,1916,0,522,18,263,0
11400,1967,0,530,18,263,0
11500,2015,0,534,18,263,0
11600,2065,0,542,18,263,0
11700,2114,0,546,18,263,0
11800,2114,0,550,18,296,0
11900,2114,0,550,18,296,0
12000,2147,0,554,18,296,0
12100,2208,0,562,18,296,0
12200,2246,0,566,18,296,0
12300,2306,0,574,18,296,0
12400,2345,0,578,18,296,0
12500,2345,0,582,18,329,0
12600,2345,0,582,18,329,0
12700,2402,0,590,18,329,0
12800,2444,0,594,18,329,0
12900,2500,0,602,18,329,0
13000,2566,0,610,18,329,0
13100,2663,0,622,18,329,0
13200,2708,0,630,18,362,0
13300,2741,0,634,18,362,0
13400,2806,0,642,18,362,0
13500,2807,0,646,18,395,0
13600,2807,0,646,18,395,0
13700,2859,0,654,18,395,0
13800,2906,0,658,18,395,0
13900,2957,0,666,18,395,0
14000,3005,0,670,18,395,0
14100,3038,0,678,18,395,0
14200,3064,0,682,18,428,0
14300,3104,0,686,18,428,0
14400,3162,0,694,18,428,0
14500,3203,0,698,18,428,0
14600,3260,0,706,18,428,0
14700,3269,0,710,18,461,0
14800,3269,0,710,18,461,0
14900,3269,0,710,18,461,0
15000,3302,0,714,18,461,0
15100,3355,0,722,18,461,0
15200,3401,0,726,18,461,0
15300,3453,0,734,18,461,0
15400,3500,0,738,18,461,0
15500,3500,0,742,18,494,0
15600,3500,0,742,18,494,0
15700,3500,0,742,18,494,0
15800,3556,0,750,18,494,0
15900,3599,0,754,18,494,0
16000,3654,0,762,18,494,0
16100,3698,0,766,18,494,0
16200,3731,0,774,18,494,0
16300,3732,0,774,18,526,0
16400,3732,0,774,18,526,0
