cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
6000,3,8,372,1535,42,8
8000,39,9,379,2606,6,9
10000,28,3,318,2020,9,3
12000,44,6,295,1691,0,6
14000,53,7,356,1635,0,7
16000,19,7,229,1760,0,7
18000,39,1,253,1734,0,1
20000,53,13,427,1546,0,13
22000,34,1,316,1670,0,1
24000,49,6,270,1711,0,6
26000,31,7,306,1680,0,7
28000,52,7,404,1570,0,7
30000,35,3,262,1867,1,3
32000,53,6,361,1738,0,6
34000,20,5,159,1831,0,5
36000,68,5,451,1523,0,5
38000,39,2,298,1264,0,2
40000,32,7,245,1354,0,7
42000,51,4,364,1615,0,4
44000,16,3,53,1940,0,3
46000,58,7,513,1034,0,7
48000,41,0,243,662,0,0
50000,32,7,269,376,0,7
52000,69,7,481,844,0,7
54000,0,0,0,2000,0,0
56000,70,7,513,775,0,7
58000,49,6,316,241,1,6
60000,6,1,36,1956,0,1
62000,64,7,513,679,0,7
64000,46,1,270,900,0,1
66000,25,6,243,1744,0,6
68000,65,5,446,1528,0,5
70000,12,2,67,771,0,2
72000,68,7,513,895,0,7
74000,46,0,281,910,0,0
76000,26,7,232,517,0,7
78000,71,7,507,1189,0,7
80000,3,0,6,1994,0,0
82000,70,7,513,840,0,7
84000,41,2,251,1731,1,2
86000,31,5,261,850,0,5
88000,80,0,512,151,0,0
90000,35,0,224,0,0,0
92000,66,0,386,0,0,0
94000,55,0,381,0,0,0
96000,46,0,258,0,0,0
98000,60,0,413,0,0,0
100000,55,0,352,0,0,0
102000,57,0,342,0,0,0
104000,35,0,217,0,0,0
106000,70,0,463,0,0,0
108000,38,1,229,0,0,1
110000,40,6,315,0,0,6
112000,74,0,481,534,0,0
114000,32,7,224,315,0,7
116000,43,2,321,585,0,2
118000,57,5,394,1031,0,5
120000,36,6,279,202,0,6
122000,56,3,376,620,0,3
124000,25,5,168,291,0,5
126000,63,7,481,265,0,7
128000,52,2,353,1256,0,2
130000,20,5,160,0,0,5
132000,74,5,513,493,0,5
134000,36,8,276,24,1,8
136000,13,1,76,1701,0,1
138000,68,7,513,1370,0,7
140000,4,0,0,640,0,0
142000,68,7,513,709,0,7
144000,51,3,308,989,0,3
146000,23,4,205,1786,0,4
148000,70,7,513,1308,0,7
150000,4,0,0,577,0,0
152000,68,7,513,720,0,7
154000,49,2,305,1035,0,2
156000,20,5,176,1814,0,5
158000,71,6,513,1334,0,6
160000,9,1,31,783,0,1
162000,68,7,494,773,1,7
164000,64,5,448,808,0,5
166000,13,2,82,358,0,2
168000,64,6,481,624,0,6
170000,48,1,277,582,0,1
172000,29,7,267,115,0,7
174000,72,7,491,628,0,7
176000,4,0,22,138,0,0
178000,68,7,513,598,0,7
180000,43,1,273,486,0,1
182000,28,6,240,1747,0,6
184000,72,7,417,1555,0,7
186000,0,0,0,2000,0,0
188000,61,4,512,924,1,4
190000,55,4,368,61,1,4
192000,20,5,176,0,0,5
194000,68,7,480,1026,0,7
196000,8,1,32,721,0,1
198000,64,6,481,407,0,6
200000,61,4,351,560,0,4
202000,16,4,193,87,0,4
204000,72,7,481,619,0,7
206000,4,0,32,335,0,0
208000,69,7,512,219,0,7
210000,67,5,430,557,0,5
212000,4,2,51,1910,0,2
214000,70,4,514,759,0,4
216000,52,0,310,117,0,0
218000,41,6,331,393,0,6
220000,52,7,385,1379,0,7
222000,44,9,332,572,0,9
224000,40,9,343,951,0,9
226000,42,7,299,1372,0,7
228000,46,6,332,1532,0,6
230000,43,8,333,1617,0,8
232000,40,4,298,1669,0,4
234000,28,6,214,1773,0,6
236000,57,6,407,1569,0,6
238000,39,2,270,1969,1,2
240000,40,5,290,2088,0,5
242000,47,7,375,396,0,7
244000,45,1,288,1440,0,1
246000,30,7,229,1755,0,7
248000,57,5,411,1574,0,5
250000,30,2,102,1884,0,2
252000,43,7,449,889,0,7
254000,59,3,375,1194,0,3
256000,17,4,138,743,0,4
258000,69,6,513,1443,0,6
260000,18,1,109,733,0,1
262000,53,7,404,697,0,7
264000,51,1,313,1513,1,1
266000,20,6,200,1083,0,6
268000,67,12,513,444,0,12
270000,12,2,64,685,0,2
272000,60,5,449,735,0,5
274000,46,2,287,612,0,2
276000,34,7,290,245,0,7
278000,64,5,449,906,0,5
280000,12,2,64,56,0,2
282000,63,7,481,810,0,7
284000,42,0,246,1574,0,0
286000,29,7,235,1516,0,7
288000,68,6,461,1517,0,6
290000,0,1,52,166,0,1
292000,72,6,513,964,1,6
294000,36,8,256,32,0,8
296000,35,0,257,585,0,0
298000,43,7,291,754,0,7
300000,36,3,286,147,0,3
302000,62,4,417,1278,0,4
304000,25,7,192,170,0,7
306000,49,1,353,1437,0,1
308000,20,5,160,0,0,5
310000,56,3,385,601,0,3
312000,24,5,160,288,0,5
314000,64,6,481,254,0,6
316000,50,1,270,739,0,1
318000,25,7,243,714,0,7
320000,60,3,418,1334,0,3
322000,12,3,96,0,0,3
324000,65,10,513,223,0,10
326000,73,4,449,714,0,4
328000,0,2,64,96,0,2
330000,73,7,512,773,0,7
332000,39,1,231,363,0,1
334000,34,5,282,340,0,5
336000,73,7,512,661,0,7
338000,12,2,64,26,0,2
340000,64,6,467,708,0,6
342000,19,1,133,562,0,1
344000,57,7,393,863,0,7
346000,53,1,359,1628,1,1
348000,17,4,153,338,0,4
350000,73,6,512,291,1,6
352000,9,1,31,416,0,1
354000,63,7,481,601,0,7
356000,41,0,247,1267,0,0
358000,28,7,234,1752,0,7
360000,72,5,513,1246,0,5
362000,12,2,64,282,0,2
364000,62,3,449,358,0,3
366000,68,7,505,557,0,7
368000,16,3,104,0,0,3
370000,60,4,417,621,0,4
372000,63,6,400,326,1,6
374000,25,5,207,578,0,5
376000,62,3,449,402,0,3
378000,21,4,127,375,0,4
380000,59,6,449,394,0,6
382000,50,1,311,1283,0,1
384000,21,7,169,1273,0,7
386000,68,7,513,1212,0,7
388000,4,0,0,290,0,0
390000,67,7,449,1522,0,7
392000,64,6,513,1357,0,6
394000,0,0,0,0,0,0
396000,71,8,513,737,0,8
398000,9,0,57,801,1,0
400000,65,5,455,565,0,5
402000,78,1,513,57,0,1
404000,12,3,96,0,0,3
406000,60,4,417,708,0,4
408000,33,7,223,228,0,7
410000,51,4,385,850,0,4
412000,27,3,178,1535,0,3
414000,57,7,431,398,0,7
416000,67,4,448,1128,0,4
418000,9,3,65,523,0,3
420000,68,7,513,900,0,7
422000,49,0,252,934,0,0
424000,26,8,294,362,0,8
426000,184,1,481,939,0,1
428000,58,2,349,414,0,2
430000,30,8,274,464,0,8
432000,49,10,404,621,0,10
434000,59,3,371,599,0,3
436000,43,4,311,618,0,4
438000,43,6,344,688,0,6
440000,50,0,320,0,0,0
442000,48,5,331,105,1,5
444000,51,2,375,125,1,2
446000,43,7,320,27,0,7
448000,43,5,321,249,1,5
450000,56,3,385,253,0,3
452000,44,6,320,523,0,6
454000,36,7,257,655,0,7
456000,58,5,408,1371,0,5
458000,43,2,296,1147,0,2
460000,33,7,258,1604,0,7
462000,55,5,394,1560,0,5
464000,18,2,125,1718,0,2
466000,61,7,475,1159,1,7
468000,50,0,315,771,0,0
470000,25,3,198,265,1,3
472000,78,5,509,897,0,5
474000,36,8,269,0,1,8
476000,30,5,243,298,0,5
478000,76,3,513,343,0,3
480000,20,4,128,332,0,4
482000,49,6,385,868,0,6
484000,48,1,282,1495,0,1
486000,25,7,231,1755,0,7
488000,70,7,512,1458,0,7
490000,4,0,1,76,0,0
492000,68,6,513,809,1,6
494000,51,1,269,576,0,1
496000,27,3,240,311,1,3
498000,71,7,513,700,1,7
500000,16,4,128,0,0,4
502000,51,7,385,758,1,7
504000,46,4,259,647,0,4
506000,30,4,286,266,0,4
508000,68,6,481,733,0,6
510000,16,4,128,0,0,4
512000,61,3,417,979,0,3
514000,21,4,127,517,0,4
516000,64,6,481,513,0,6
518000,68,4,440,979,0,4
520000,8,3,106,44,0,3
522000,330,7,481,677,33,7
524000,53,1,301,597,0,1
526000,285,3,212,130,33,3
528000,72,3,480,0,0,3
530000,73,5,513,748,1,5
532000,48,2,283,583,0,2
534000,36,2,278,970,1,2
536000,25,5,185,1039,0,5
538000,69,6,503,256,0,6
