cycle,pc,cta_id,cluster_id,warp_id,tid
5005,2d0,2,0,12,ffffffff
5006,2d0,2,0,13,ffffffff
5007,2d0,2,0,14,ffffffff
5008,2d0,2,0,0,ffffffff
5009,2d0,2,0,1,ffffffff
5010,2d0,2,0,2,ffffffff
5011,2d0,2,0,15,ffffffff
5012,2d0,2,0,5,ffffffff
5013,2d0,2,0,3,ffffffff
5014,2d0,2,0,4,ffffffff
5015,2d0,2,0,10,ffffffff
5016,2d0,2,0,11,ffffffff
5017,2d8,2,0,12,ffffffff
5018,2d8,2,0,13,ffffffff
5019,2d8,2,0,14,ffffffff
5020,2d8,2,0,15,ffffffff
5021,2d8,2,0,0,ffffffff
5022,2d8,2,0,1,ffffffff
5023,2d8,2,0,2,ffffffff
5024,2d8,2,0,3,ffffffff
5025,2d8,2,0,4,ffffffff
5026,2d8,2,0,5,ffffffff
5027,2d8,2,0,6,ffffffff
5028,2d8,2,0,7,ffffffff
5029,2d8,2,0,8,ffffffff
5030,2d8,2,0,9,ffffffff
5031,2d8,2,0,10,ffffffff
5032,2d8,2,0,11,ffffffff
5033,2e0,2,0,12,ffffffff
5034,2e0,2,0,13,ffffffff
5035,2e0,2,0,14,ffffffff
5036,2e0,2,0,15,ffffffff
5037,2e0,2,0,0,ffffffff
5038,2e0,2,0,1,ffffffff
5039,2e0,2,0,2,ffffffff
5040,2e0,2,0,3,ffffffff
5041,2e0,2,0,4,ffffffff
5042,2e0,2,0,5,ffffffff
5043,2e0,2,0,6,ffffffff
5044,2e8,2,0,12,ffffffff
5044,2e0,2,0,7,ffffffff
5045,2e8,2,0,13,ffffffff
5045,2e0,2,0,8,ffffffff
5046,2e8,2,0,14,ffffffff
5046,2d0,2,0,8,ffffffff
5047,2e8,2,0,15,ffffffff
5047,2f0,2,0,12,ffffffff
5047,2f0,2,0,13,ffffffff
5047,2f0,2,0,14,ffffffff
5047,2e0,2,0,9,ffffffff
5048,2e8,2,0,0,ffffffff
5048,2e8,2,0,1,ffffffff
5048,2e8,2,0,2,ffffffff
5048,2f0,2,0,15,ffffffff
5048,2d0,2,0,9,ffffffff
5049,2e8,2,0,5,ffffffff
5049,2e8,2,0,6,ffffffff
5049,2e8,2,0,3,ffffffff
5049,2e8,2,0,4,ffffffff
5049,2e0,2,0,10,ffffffff
5050,2e8,2,0,10,ffffffff
5050,2e8,2,0,7,ffffffff
5050,2e8,2,0,8,ffffffff
5050,2e8,2,0,9,ffffffff
5050,2d0,2,0,6,ffffffff
5051,2e8,2,0,11,ffffffff
5051,2f8,2,0,12,ffffffff
5051,2f8,2,0,13,ffffffff
5051,2f8,2,0,14,ffffffff
5051,2e0,2,0,11,ffffffff
5052,2f0,2,0,0,ffffffff
5052,2f0,2,0,1,ffffffff
5052,2f0,2,0,2,ffffffff
5052,2f8,2,0,15,ffffffff
5052,2d0,2,0,7,ffffffff
5053,2f0,2,0,5,ffffffff
5053,2f0,2,0,6,ffffffff
5053,2f0,2,0,3,ffffffff
5053,2f0,2,0,4,ffffffff
5054,2f0,2,0,10,ffffffff
5054,2f0,2,0,7,ffffffff
5054,2f0,2,0,8,ffffffff
5054,2f0,2,0,9,ffffffff
5055,2f0,2,0,11,ffffffff
5055,2f8,2,0,0,ffffffff
5055,2f8,2,0,1,ffffffff
5055,2f8,2,0,2,ffffffff
5056,2f8,2,0,4,ffffffff
5056,2f8,2,0,5,ffffffff
5056,2f8,2,0,6,ffffffff
5056,2f8,2,0,3,ffffffff
5057,2f8,2,0,9,ffffffff
5057,2f8,2,0,10,ffffffff
5057,2f8,2,0,7,ffffffff
5057,2f8,2,0,8,ffffffff
5058,2f8,2,0,11,ffffffff
5063,300,2,0,14,ffffffff
5063,300,2,0,12,ffffffff
5063,300,2,0,13,ffffffff
5064,300,2,0,15,ffffffff
5065,300,2,0,0,ffffffff
5065,300,2,0,1,ffffffff
5065,300,2,0,2,ffffffff
5066,300,2,0,3,ffffffff
5067,300,2,0,5,ffffffff
5067,300,2,0,6,ffffffff
5067,300,2,0,4,ffffffff
5068,300,2,0,7,ffffffff
5069,300,2,0,10,ffffffff
5069,300,2,0,8,ffffffff
5069,300,2,0,9,ffffffff
5070,300,2,0,11,ffffffff
5070,308,2,0,12,ffffffff
5070,308,2,0,13,ffffffff
5070,308,2,0,14,ffffffff
5071,308,2,0,15,ffffffff
5071,308,2,0,2,ffffffff
5071,308,2,0,0,ffffffff
5071,308,2,0,1,ffffffff
5072,308,2,0,3,ffffffff
5073,308,2,0,4,ffffffff
5073,308,2,0,5,ffffffff
5073,308,2,0,6,ffffffff
5074,308,2,0,7,ffffffff
5075,308,2,0,10,ffffffff
5075,308,2,0,8,ffffffff
5075,308,2,0,9,ffffffff
5076,308,2,0,11,ffffffff
5078,318,2,0,13,ffffffff
5078,318,2,0,14,ffffffff
5078,318,2,0,12,ffffffff
5079,318,2,0,2,ffffffff
5079,318,2,0,15,ffffffff
5079,318,2,0,0,ffffffff
5079,318,2,0,1,ffffffff
5080,318,2,0,3,ffffffff
5082,320,2,0,13,ffffffff
5082,320,2,0,14,ffffffff
5082,320,2,0,12,ffffffff
5083,320,2,0,2,ffffffff
5083,320,2,0,15,ffffffff
5083,320,2,0,0,ffffffff
5083,320,2,0,1,ffffffff
5084,320,2,0,3,ffffffff
5084,318,2,0,4,ffffffff
5084,318,2,0,5,ffffffff
5084,318,2,0,6,ffffffff
5085,318,2,0,8,ffffffff
5085,318,2,0,9,ffffffff
5085,318,2,0,10,ffffffff
5085,318,2,0,7,ffffffff
5086,318,2,0,11,ffffffff
5089,328,2,0,13,ffffffff
5089,328,2,0,14,ffffffff
5089,328,2,0,12,ffffffff
5090,328,2,0,15,ffffffff
5090,320,2,0,4,ffffffff
5090,320,2,0,5,ffffffff
5090,320,2,0,6,ffffffff
5091,328,2,0,2,ffffffff
5091,328,2,0,0,ffffffff
5091,328,2,0,1,ffffffff
5091,320,2,0,7,ffffffff
5092,328,2,0,3,ffffffff
5094,328,2,0,5,ffffffff
5094,328,2,0,6,ffffffff
5094,328,2,0,4,ffffffff
5095,320,2,0,8,ffffffff
5095,320,2,0,9,ffffffff
5095,320,2,0,10,ffffffff
5095,328,2,0,7,ffffffff
5096,320,2,0,11,ffffffff
5096,328,2,0,10,ffffffff
5096,328,2,0,8,ffffffff
5096,328,2,0,9,ffffffff
5097,328,2,0,11,ffffffff
5099,330,2,0,14,ffffffff
5099,330,2,0,12,ffffffff
5099,330,2,0,13,ffffffff
5100,330,2,0,15,ffffffff
5101,330,2,0,0,ffffffff
5101,330,2,0,1,ffffffff
5101,330,2,0,2,ffffffff
5102,330,2,0,3,ffffffff
5103,330,2,0,4,ffffffff
5103,330,2,0,5,ffffffff
5103,330,2,0,6,ffffffff
5104,330,2,0,7,ffffffff
5105,330,2,0,9,ffffffff
5105,330,2,0,10,ffffffff
5105,330,2,0,8,ffffffff
5106,330,2,0,11,ffffffff
5109,340,2,0,13,ffffffff
5109,340,2,0,14,ffffffff
5109,340,2,0,12,ffffffff
5110,340,2,0,15,ffffffff
5111,340,2,0,0,ffffffff
5111,340,2,0,1,ffffffff
5111,340,2,0,2,ffffffff
5112,340,2,0,3,ffffffff
5113,340,2,0,5,ffffffff
5113,340,2,0,6,ffffffff
5113,340,2,0,4,ffffffff
5114,340,2,0,7,ffffffff
5115,340,2,0,8,ffffffff
5116,340,2,0,9,ffffffff
5116,340,2,0,10,ffffffff
5117,340,2,0,11,ffffffff
5118,348,2,0,14,ffffffff
5118,348,2,0,12,ffffffff
5118,348,2,0,13,ffffffff
5119,348,2,0,15,ffffffff
5120,348,2,0,0,ffffffff
5120,348,2,0,1,ffffffff
5120,348,2,0,2,ffffffff
5121,348,2,0,3,ffffffff
5122,348,2,0,6,ffffffff
5122,348,2,0,4,ffffffff
5122,348,2,0,5,ffffffff
5123,348,2,0,7,ffffffff
5124,348,2,0,8,ffffffff
5125,348,2,0,9,ffffffff
5125,348,2,0,10,ffffffff
5126,348,2,0,11,ffffffff
5126,358,2,0,12,ffffffff
5126,358,2,0,13,ffffffff
5126,358,2,0,14,ffffffff
5127,350,2,0,12,ffffffff
5127,350,2,0,13,ffffffff
