1000000,10276,12,2180,0,6540,0
1000100,10280,12,2181,0,6543,0
1000200,10284,12,2182,0,6546,0
1000300,10284,12,2182,0,6546,0
1000400,10288,12,2183,0,6549,0
1000500,10292,12,2184,0,6552,0
1000600,10292,12,2184,0,6552,0
1000700,10292,12,2184,0,6552,0
1000800,10300,12,2186,0,6558,0
1000900,10300,12,2186,0,6558,0
1001000,10300,12,2186,0,6558,0
1001100,10304,12,2187,0,6561,0
1001200,10308,12,2188,0,6564,0
1001300,10308,12,2188,0,6564,0
1001400,10308,12,2188,0,6564,0
1001500,10316,12,2190,0,6570,0
1001600,10316,12,2190,0,6570,0
1001700,10316,12,2190,0,6570,0
1001800,10320,12,2191,0,6573,0
1001900,10324,12,2192,0,6576,0
1002000,10324,12,2192,0,6576,0
1002100,10324,12,2192,0,6576,0
1002200,10332,12,2193,0,6579,0
1002300,10332,12,2194,0,6582,0
1002400,10332,12,2194,0,6582,0
1002500,10336,12,2195,0,6585,0
1002600,10340,12,2196,0,6588,0
1002700,10340,12,2196,0,6588,0
1002800,10340,12,2196,0,6588,0
1002900,10348,12,2198,0,6594,0
1003000,10348,12,2198,0,6594,0
1003100,10348,12,2198,0,6594,0
1003200,10352,12,2199,0,6597,0
1003300,10356,12,2200,0,6600,0
1003400,10356,12,2200,0,6600,0
1003500,10360,12,2200,0,6600,0
1003600,10364,12,2202,0,6606,0
1003700,10364,12,2202,0,6606,0
1003800,10364,12,2202,0,6606,0
1003900,10372,12,2204,0,6612,0
1004000,10372,12,2204,0,6612,0
1004100,10372,12,2204,0,6612,0
1004200,10375,12,2204,0,6612,0
1004300,10380,12,2206,0,6618,0
1004400,10380,12,2206,0,6618,0
1004500,10380,12,2206,0,6618,0
1004600,10388,12,2208,0,6624,0
1004700,10388,12,2208,0,6624,0
1004800,10388,12,2208,0,6624,0
1004900,10388,12,2208,0,6624,0
1005000,10396,12,2210,0,6630,0
1005100,10396,12,2210,0,6630,0
1005200,10396,12,2210,0,6630,0
1005300,10404,12,2211,0,6633,0
1005400,10404,12,2212,0,6636,0
1005500,10404,12,2212,0,6636,0
1005600,10408,12,2213,0,6639,0
1005700,10412,12,2214,0,6642,0
1005800,10412,12,2214,0,6642,0
1005900,10412,12,2214,0,6642,0
1006000,10420,12,2216,0,6648,0
1006100,10420,12,2216,0,6648,0
1006200,10420,12,2216,0,6648,0
1006300,10428,12,2218,0,6654,0
1006400,10428,12,2218,0,6654,0
1006500,10428,12,2218,0,6654,0
1006600,10428,12,2218,0,6654,0
1006700,10436,12,2220,0,6660,0
1006800,10436,12,2220,0,6660,0
1006900,10436,12,2220,0,6660,0
1007000,10444,12,2222,0,6663,0
1007100,10444,12,2222,0,6666,0
1007200,10444,12,2222,0,6666,0
1007300,10444,12,2222,0,6666,0
1007400,10452,12,2224,0,6672,0
1007500,10452,12,2224,0,6672,0
1007600,10452,12,2224,0,6672,0
1007700,10456,12,2225,0,6675,0
1007800,10460,12,2226,0,6678,0
1007900,10460,12,2226,0,6678,0
1008000,10460,12,2226,0,6678,0
1008100,10468,12,2228,0,6684,0
1008200,10468,12,2228,0,6684,0
1008300,10468,12,2228,0,6684,0
1008400,10476,12,2230,0,6690,0
1008500,10476,12,2230,0,6690,0
1008600,10476,12,2230,0,6690,0
1008700,10480,12,2231,0,6693,0
1008800,10484,12,2232,0,6696,0
1008900,10484,12,2232,0,6696,0
1009000,10488,12,2232,0,6696,0
1009100,10492,12,2234,0,6702,0
1009200,10492,12,2234,0,6702,0
1009300,10492,12,2234,0,6702,0
1009400,10496,12,2235,0,6705,0
1009500,10500,12,2236,0,6708,0
1009600,10500,12,2236,0,6708,0
1009700,10500,12,2236,0,6708,0
1009800,10508,12,2238,0,6714,0
1009900,10508,12,2238,0,6714,0
1010000,10508,12,2238,0,6714,0
1010100,10512,12,2239,0,6717,0
1010200,10516,12,2240,0,6720,0
1010300,10516,12,2240,0,6720,0
1010400,10516,12,2240,0,6720,0
