cycle,ipc-0,ipc-1,ipc-2,ipc-3,ipc-4,ipc-5
1974000,4.016,3.872,4.064,4.160,0.000,0.000
1976000,4.016,4.304,4.000,4.080,0.000,0.000
1978000,4.160,4.048,4.080,4.032,0.000,0.000
1980000,3.856,3.920,3.312,3.952,0.000,0.000
1982000,4.352,4.336,3.216,4.192,0.000,0.000
1984000,3.888,3.952,2.368,4.048,0.000,0.000
1986000,4.256,3.952,0.224,4.032,0.000,0.000
1988000,3.984,4.176,0.000,4.144,0.000,0.000
1990000,4.144,4.128,0.000,3.968,0.000,0.000
1992000,4.016,3.984,0.000,4.064,0.000,0.000
1994000,3.920,4.112,0.000,4.128,0.000,0.000
1996000,2.912,4.192,0.000,4.064,0.000,0.000
1998000,1.408,4.016,0.000,4.160,0.000,0.000
