cycle,ipc-0,ipc-1,ipc-2,ipc-3,ipc-4,ipc-5
2000000,0.000,4.032,0.000,3.664,0.000,0.000
2002000,0.000,4.192,0.000,3.488,0.000,0.000
2004000,0.000,4.112,0.000,1.360,0.000,0.000
2006000,0.000,3.984,0.000,0.192,0.000,0.000
2008000,0.000,4.032,0.000,0.000,0.000,0.000
2010000,0.000,4.064,0.000,0.000,0.000,0.000
2012000,0.000,4.096,0.000,0.000,0.000,0.000
2014000,0.000,3.344,0.000,0.000,0.000,0.000
