cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
6000,118,7,55,566,162,7
8000,425,0,85,184,255,0
10000,447,7,91,115,274,7
12000,432,7,88,32,265,7
14000,449,7,91,11,273,7
16000,473,0,95,46,286,0
18000,422,7,87,66,258,7
20000,442,7,90,54,271,7
22000,480,0,96,0,288,0
24000,422,7,86,71,259,7
26000,442,7,90,58,271,7
28000,464,4,94,0,279,4
30000,438,3,89,64,267,3
32000,442,7,90,129,271,7
34000,437,7,89,38,268,7
36000,450,0,90,0,270,0
38000,457,7,93,58,280,7
40000,432,7,89,58,264,7
42000,460,0,92,0,276,0
44000,452,7,92,54,277,7
46000,432,7,88,54,265,7
48000,446,7,90,42,269,7
50000,466,0,94,14,284,0
52000,432,7,89,106,264,7
54000,432,7,88,84,265,7
56000,480,0,96,11,288,0
58000,426,7,86,43,259,7
60000,438,7,90,65,271,7
62000,472,5,94,0,279,5
64000,425,2,88,53,264,2
66000,447,7,91,45,274,7
68000,442,7,90,46,271,7
70000,450,0,90,0,270,0
72000,452,7,92,46,277,7
74000,437,7,90,94,267,7
76000,455,0,91,0,273,0
78000,452,7,92,131,277,7
80000,417,7,85,42,256,7
82000,451,7,91,0,274,7
84000,476,0,96,71,288,0
86000,417,7,86,50,255,7
88000,447,7,91,66,274,7
90000,460,0,92,0,276,0
92000,432,7,88,60,265,7
94000,452,7,92,55,277,7
96000,456,3,93,0,276,3
98000,431,4,87,102,261,4
100000,457,7,93,124,280,7
102000,432,7,88,22,265,7
104000,450,0,89,0,267,0
106000,462,7,95,59,286,7
108000,422,7,87,46,258,7
110000,459,0,91,0,273,0
112000,457,7,93,66,280,7
114000,428,7,88,67,265,7
116000,442,7,90,0,271,7
118000,470,0,94,43,282,0
120000,417,7,86,112,255,7
122000,457,7,93,61,280,7
124000,465,0,93,0,279,0
126000,417,7,85,34,256,7
128000,462,7,94,64,283,7
130000,452,0,89,0,264,0
132000,430,7,90,64,270,7
134000,462,7,94,59,283,7
136000,432,7,88,60,265,7
138000,454,0,90,0,270,0
140000,458,7,94,63,283,7
142000,392,7,81,165,240,7
144000,480,0,96,304,288,0
146000,427,7,87,154,262,7
148000,437,7,89,36,268,7
150000,472,6,95,0,286,6
152000,430,1,87,64,261,1
154000,442,7,91,61,270,7
156000,437,7,89,56,268,7
158000,465,0,93,0,279,0
160000,442,7,90,61,271,7
162000,437,7,89,61,268,7
164000,460,0,92,0,276,0
166000,447,7,92,141,273,7
168000,427,7,87,115,262,7
170000,437,7,89,0,268,7
172000,480,0,96,35,288,0
174000,417,7,85,78,256,7
176000,447,7,92,61,273,7
178000,479,0,95,0,285,0
180000,413,7,85,56,256,7
182000,452,7,92,50,277,7
184000,460,1,90,0,271,1
186000,427,6,89,71,267,6
188000,457,7,94,144,279,7
190000,432,7,88,89,265,7
192000,440,0,88,29,264,0
194000,467,7,95,40,286,7
196000,412,7,84,66,253,7
198000,465,0,93,0,279,0
200000,457,7,94,29,279,7
202000,422,7,86,29,259,7
204000,457,7,93,0,280,7
206000,465,0,92,27,276,0
208000,422,7,87,60,262,7
210000,457,7,94,79,279,7
212000,465,0,93,0,279,0
214000,407,7,83,63,250,7
216000,472,7,96,15,289,7
218000,444,0,88,0,264,0
220000,428,7,88,52,265,7
222000,467,7,96,35,285,7
224000,431,7,87,35,262,7
226000,451,0,91,0,273,0
228000,452,7,92,59,277,7
230000,417,7,85,23,256,7
232000,470,0,94,0,282,0
234000,447,7,92,74,273,7
236000,427,7,87,64,262,7
238000,462,7,94,0,283,7
240000,445,0,89,38,267,0
242000,437,7,89,74,268,7
244000,462,7,95,62,282,7
246000,445,0,88,0,264,0
248000,432,7,89,71,268,7
250000,461,7,93,57,280,7
252000,445,0,89,0,267,0
254000,437,7,89,62,268,7
256000,458,7,95,96,282,7
258000,425,7,88,77,259,7
260000,457,0,90,2,276,0
262000,451,7,91,38,274,7
264000,423,7,87,50,262,7
266000,470,0,94,0,282,0
268000,437,7,89,57,264,7
270000,437,7,90,59,271,7
272000,462,7,94,0,283,7
274000,445,0,89,62,267,0
276000,437,7,89,54,268,7
278000,462,7,95,118,282,7
280000,445,0,88,31,264,0
282000,427,7,88,118,265,7
284000,452,7,92,41,277,7
286000,445,0,89,0,267,0
288000,447,7,91,78,274,7
290000,447,7,92,60,273,7
292000,434,7,88,50,262,7
294000,463,0,93,12,282,0
296000,442,7,90,47,271,7
298000,422,7,86,70,259,7
300000,480,0,96,0,288,0
302000,427,7,88,178,261,7
304000,437,7,89,102,268,7
306000,472,6,94,0,283,6
308000,420,1,86,32,258,1
310000,452,7,92,58,277,7
312000,442,7,91,53,270,7
314000,450,0,90,0,270,0
316000,452,7,92,59,277,7
318000,437,7,89,61,268,7
320000,455,0,91,0,273,0
322000,452,7,92,54,277,7
324000,437,7,90,89,267,7
326000,439,7,88,7,264,7
328000,468,0,95,85,286,0
330000,427,7,87,18,262,7
332000,437,7,89,47,268,7
334000,480,0,96,0,288,0
336000,422,7,87,55,258,7
338000,442,7,90,44,271,7
340000,472,5,94,0,283,5
342000,430,2,88,46,264,2
344000,442,7,90,38,271,7
346000,437,7,90,83,267,7
348000,455,0,91,3,273,0
350000,452,7,92,57,277,7
352000,437,7,88,16,265,7
354000,445,0,90,0,270,0
356000,462,7,94,63,283,7
358000,427,7,88,55,261,7
360000,445,7,89,0,268,7
362000,472,0,96,57,288,0
364000,427,7,87,37,262,7
366000,437,7,89,60,268,7
368000,480,0,96,0,288,0
