cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
603800,0,0,0,0,0,0
603900,0,0,72,37,0,0
604000,0,0,72,37,0,0
604100,0,0,72,37,0,0
604200,0,0,72,37,0,0
604300,40,0,104,78,0,0
604400,40,0,104,78,0,0
604500,40,0,104,78,0,0
604600,44,0,132,78,0,0
604700,48,0,168,93,0,0
604800,48,0,168,93,0,0
604900,49,0,176,93,0,0
605000,55,0,224,93,0,0
605100,56,0,232,93,0,0
605200,56,0,232,93,0,0
605300,61,0,276,93,0,0
605400,64,0,296,93,0,0
605500,64,0,296,93,0,0
605600,68,0,328,93,0,0
605700,72,0,360,93,0,0
605800,72,0,360,93,0,0
605900,74,0,376,93,0,0
606000,79,0,416,93,0,0
606100,80,0,424,93,0,0
606200,80,0,424,93,0,0
606300,87,0,480,93,0,0
606400,88,0,488,93,0,0
606500,88,0,488,93,0,0
606600,88,0,520,93,3,0
606700,88,0,552,93,8,0
606800,88,0,552,93,8,0
606900,88,0,552,93,8,0
607000,95,0,608,93,8,0
607100,96,0,616,93,8,0
607200,96,0,616,93,8,0
607300,101,0,656,93,8,0
607400,104,0,680,93,8,0
607500,104,0,680,93,8,0
607600,107,0,704,93,8,0
607700,112,0,744,93,8,0
607800,112,0,744,93,8,0
607900,113,0,752,93,8,0
608000,119,0,800,93,8,0
608100,120,0,808,93,8,0
608200,120,0,808,93,8,0
608300,126,0,856,93,8,0
608400,128,0,872,93,8,0
608500,128,0,872,93,8,0
608600,132,0,904,93,8,0
608700,136,0,936,93,8,0
608800,136,0,936,93,8,0
608900,138,0,952,93,8,0
609000,143,0,992,93,8,0
609100,144,0,1000,93,8,0
609200,144,0,1000,93,8,0
609300,144,0,1048,93,13,0
609400,144,0,1064,93,16,0
609500,144,0,1064,93,16,0
609600,146,0,1080,93,16,0
609700,151,0,1120,93,16,0
609800,152,0,1128,93,16,0
609900,152,0,1128,93,16,0
610000,159,0,1184,93,16,0
610100,160,0,1192,93,16,0
610200,160,0,1192,93,16,0
610300,165,0,1232,93,16,0
610400,168,0,1256,93,16,0
610500,168,0,1256,93,16,0
610600,171,0,1280,93,16,0
610700,176,0,1320,93,16,0
610800,176,0,1320,93,16,0
610900,177,0,1328,93,16,0
611000,183,0,1376,93,16,0
611100,184,0,1384,93,16,0
611200,184,0,1384,93,16,0
611300,190,0,1432,93,16,0
611400,192,0,1448,93,16,0
611500,192,0,1448,93,16,0
611600,196,0,1476,93,16,0
611700,200,0,1512,93,16,0
611800,200,0,1512,93,16,0
611900,200,0,1524,93,17,0
612000,200,0,1568,93,23,0
612100,200,0,1576,93,24,0
612200,200,0,1576,93,24,0
612300,203,0,1600,93,24,0
612400,208,0,1640,93,24,0
612500,208,0,1640,93,24,0
612600,210,0,1656,93,24,0
612700,215,0,1700,93,24,0
612800,216,0,1704,93,24,0
612900,217,0,1712,93,24,0
613000,223,0,1760,93,24,0
613100,224,0,1768,93,24,0
613200,224,0,1768,93,24,0
613300,229,0,1808,93,24,0
613400,232,0,1832,93,24,0
613500,232,0,1832,93,24,0
613600,235,0,1856,93,24,0
613700,240,0,1896,93,24,0
613800,240,0,1896,93,24,0
613900,242,0,1912,93,24,0
614000,247,0,1952,93,24,0
614100,248,0,1960,93,24,0
614200,248,0,1960,93,24,0
614300,254,0,2008,93,24,0
614400,256,0,2024,93,24,0
614500,256,0,2024,93,24,0
614600,256,0,2055,93,24,0
614700,256,0,2096,93,24,0
614800,256,0,2096,93,24,0
614900,256,0,2096,93,24,0
615000,262,0,2148,93,24,0
615100,264,0,2160,93,24,0
615200,264,0,2160,93,24,0
615300,267,0,2188,93,24,0
615400,272,0,2224,93,24,0
615500,272,0,2224,93,24,0
615600,275,0,2244,93,24,0
615700,280,0,2288,93,24,0
615800,280,0,2288,93,24,0
615900,281,0,2296,93,24,0
616000,287,0,2344,93,24,0
616100,288,0,2352,93,24,0
616200,288,0,2352,93,24,0
616300,293,0,2392,93,24,0
616400,296,0,2416,93,24,0
616500,296,0,2416,93,24,0
616600,299,0,2440,93,24,0
616700,304,0,2480,93,24,0
616800,304,0,2480,93,24,0
616900,306,0,2496,93,24,0
617000,311,0,2536,93,24,0
617100,312,0,2544,93,24,0
617200,312,0,2544,93,24,0
617300,312,0,2588,93,28,0
617400,312,0,2608,93,32,0
617500,312,0,2608,93,32,0
617600,314,0,2624,93,32,0
617700,319,0,2664,93,32,0
617800,320,0,2672,93,32,0
617900,320,0,2672,93,32,0
618000,327,0,2728,93,32,0
618100,328,0,2736,93,32,0
618200,328,0,2736,93,32,0
618300,332,0,2768,93,32,0
618400,336,0,2800,93,32,0
618500,336,0,2800,93,32,0
618600,338,0,2820,93,32,0
618700,344,0,2864,93,32,0
618800,344,0,2864,93,32,0
618900,345,0,2872,93,32,0
619000,351,0,2920,93,32,0
619100,352,0,2928,93,32,0
619200,352,0,2928,93,32,0
619300,357,0,2968,93,32,0
619400,360,0,2992,93,32,0
619500,360,0,2992,93,32,0
619600,363,0,3016,93,32,0
619700,368,0,3056,93,32,0
619800,368,0,3056,93,32,0
619900,368,0,3068,93,33,0
620000,368,0,3112,93,39,0
620100,368,0,3120,93,40,0
620200,368,0,3120,93,40,0
620300,371,0,3144,93,40,0
620400,376,0,3184,93,40,0
620500,376,0,3184,93,40,0
620600,378,0,3200,93,40,0
620700,383,0,3240,93,40,0
620800,384,0,3248,93,40,0
620900,384,0,3248,93,40,0
621000,391,0,3304,93,40,0
621100,392,0,3312,93,40,0
621200,392,0,3312,93,40,0
621300,396,0,3344,93,40,0
621400,400,0,3376,93,40,0
621500,400,0,3376,93,40,0
621600,402,0,3392,93,40,0
621700,408,0,3440,93,40,0
621800,408,0,3440,93,40,0
621900,409,0,3448,93,40,0
622000,415,0,3496,93,40,0
622100,416,0,3504,93,40,0
622200,416,0,3504,93,40,0
622300,420,0,3536,93,40,0
622400,424,0,3568,93,40,0
622500,424,0,3568,93,40,0
622600,424,0,3588,93,42,0
622700,424,0,3628,93,47,0
622800,424,0,3632,93,48,0
622900,424,0,3632,93,48,0
623000,429,0,3668,93,48,0
623100,432,0,3696,93,48,0
623200,432,0,3696,93,48,0
623300,435,0,3720,93,48,0
623400,440,0,3760,93,48,0
623500,440,0,3760,93,48,0
623600,442,0,3776,93,48,0
623700,447,0,3816,93,48,0
623800,448,0,3824,93,48,0
623900,449,0,3832,93,48,0
624000,453,0,3868,93,48,0
624100,456,0,3888,93,48,0
624200,456,0,3888,93,48,0
624300,460,0,3916,93,48,0
624400,464,0,3952,93,48,0
624500,464,0,3952,93,48,0
624600,467,0,3972,93,48,0
624700,472,0,4016,93,48,0
624800,472,0,4016,93,48,0
624900,473,0,4024,93,48,0
625000,479,0,4072,93,48,0
625100,480,0,4080,93,48,0
625200,480,0,4080,93,48,0
625300,480,0,4115,93,48,0
625400,480,0,4152,93,48,0
625500,480,0,4152,93,48,0
625600,481,0,4164,93,48,0
625700,487,0,4208,93,48,0
625800,488,0,4216,93,48,0
625900,488,0,4216,93,48,0
626000,493,0,4256,93,48,0
626100,496,0,4280,93,48,0
626200,496,0,4280,93,48,0
626300,499,0,4304,93,48,0
626400,504,0,4344,93,48,0
626500,504,0,4344,93,48,0
626600,506,0,4360,93,48,0
626700,511,0,4400,93,48,0
626800,512,0,4408,93,48,0
626900,513,0,4416,93,48,0
627000,518,0,4456,93,48,0
627100,520,0,4472,93,48,0
627200,520,0,4472,93,48,0
627300,524,0,4504,93,48,0
627400,528,0,4536,93,48,0
627500,528,0,4536,93,48,0
627600,531,0,4560,93,48,0
627700,536,0,4600,93,48,0
627800,536,0,4600,93,48,0
627900,536,0,4612,93,49,0
628000,536,0,4648,93,53,0
628100,536,0,4664,93,56,0
628200,536,0,4664,93,56,0
628300,539,0,4688,93,56,0
628400,544,0,4728,93,56,0
628500,544,0,4728,93,56,0
628600,546,0,4744,93,56,0
628700,551,0,4784,93,56,0
628800,552,0,4792,93,56,0
628900,552,0,4792,93,56,0
629000,557,0,4832,93,56,0
629100,560,0,4856,93,56,0
629200,560,0,4856,93,56,0
629300,563,0,4880,93,56,0
629400,568,0,4920,93,56,0
629500,568,0,4920,93,56,0
629600,570,0,4936,93,56,0
629700,576,0,4984,93,56,0
629800,576,0,4984,93,56,0
629900,577,0,4992,93,56,0
630000,582,0,5032,93,56,0
630100,584,0,5048,93,56,0
630200,584,0,5048,93,56,0
630300,589,0,5084,93,56,0
630400,592,0,5112,93,56,0
630500,592,0,5112,93,56,0
630600,592,0,5132,93,58,0
630700,592,0,5172,93,63,0
630800,592,0,5176,93,64,0
630900,592,0,5176,93,64,0
631000,597,0,5216,93,64,0
631100,600,0,5240,93,64,0
631200,600,0,5240,93,64,0
631300,603,0,5264,93,64,0
631400,608,0,5304,93,64,0
631500,608,0,5304,93,64,0
631600,610,0,5320,93,64,0
631700,615,0,5360,93,64,0
631800,616,0,5368,93,64,0
631900,616,0,5368,93,64,0
632000,621,0,5408,93,64,0
632100,624,0,5432,93,64,0
632200,624,0,5432,93,64,0
632300,627,0,5460,93,64,0
632400,632,0,5496,93,64,0
632500,632,0,5496,93,64,0
632600,634,0,5512,93,64,0
632700,640,0,5560,93,64,0
632800,640,0,5560,93,64,0
632900,641,0,5568,93,64,0
633000,647,0,5612,93,64,0
633100,648,0,5624,93,64,0
633200,648,0,5624,93,64,0
633300,648,0,5656,93,67,0
633400,648,0,5688,93,72,0
633500,648,0,5688,93,72,0
633600,649,0,5696,93,72,0
633700,655,0,5744,93,72,0
633800,656,0,5752,93,72,0
633900,656,0,5752,93,72,0
