Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
156000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.130745
158000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.169923
160000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.105359
162000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.109722
164000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.109183
166000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.101784
168000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.106569
170000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.107374
172000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.102249
174000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.102590
176000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.113803
178000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.104166
180000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.107911
182000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.131236
184000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.143897
186000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.102517
188000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.091920
190000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.099953
192000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.108746
194000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.107571
196000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.099300
198000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.099519
200000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.094789
202000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.102697
204000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.099794
206000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.099049
208000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.144392
210000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.143532
212000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.132021
214000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.110031
216000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.109045
218000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.107075
220000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.107949
222000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.109078
224000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.110094
226000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.110899
228000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.114001
230000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.113589
232000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.128154
234000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.148051
236000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.131792
238000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.122337
240000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.121824
242000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.121839
244000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.123067
246000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.121245
248000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.124065
250000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120648
252000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.125094
254000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.125166
256000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.154229
258000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.171822
260000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.121072
262000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.108612
264000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.108642
266000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.113522
268000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.113378
270000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.111449
272000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.106263
274000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.106297
276000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.106837
278000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.108059
280000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.106683
282000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.152301
284000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.132299
286000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.124335
288000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120117
290000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.116831
292000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.118404
294000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.121716
296000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.121648
298000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.123022
300000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.119564
302000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.119672
304000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.117315
306000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.142940
308000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.168869
310000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.119609
312000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.118717
314000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.125538
316000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.123770
318000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.125344
320000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.116516
322000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.123185
324000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.113774
326000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.115339
328000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.118533
330000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.144589
332000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.147992
334000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.103677
336000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.111876
338000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.112994
340000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.116797
342000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.113566
344000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.110825
346000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.115197
348000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.133724
350000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.122201
352000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.163086
354000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.136453
356000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.161278
358000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.132243
360000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.116880
362000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.125038
364000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.118377
366000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.125170
368000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.131318
370000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.128063
372000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.134106
374000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.141637
376000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.118920
378000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.127331
380000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.130440
382000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.152003
384000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.129231
386000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.129796
388000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.114581
390000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.116782
392000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.125524
394000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.117669
396000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.125302
398000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.157257
400000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.150718
402000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.162933
404000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.163704
406000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.170646
408000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.116949
410000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.130677
412000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.122313
414000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.121944
416000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.127091
418000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.135031
420000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.131373
422000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.123031
424000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.125186
426000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.121578
428000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.129198
430000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.141347
432000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.121795
434000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.107544
436000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.123806
438000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120636
440000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.132833
442000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.172080
444000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.159814
446000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.166261
448000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.149942
450000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.181066
452000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.179802
454000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120354
456000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.126556
458000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.135925
460000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.134934
462000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.136744
464000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.126228
466000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.126133
468000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.128806
470000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.124859
472000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.130869
474000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.154675
476000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.146234
478000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.144824
480000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.160525
482000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.197771
484000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.182613
486000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.190348
488000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.189018
490000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.184137
492000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.210730
494000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.211138
496000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.191125
498000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.173132
500000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.174622
502000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.181250
504000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.187574
506000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.173117
508000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.172199
510000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.168018
512000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.169207
514000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.159688
516000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.196779
518000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.198088
520000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.200405
522000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.202015
524000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.214809
526000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.229973
528000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.205742
530000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.230484
532000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.207763
534000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.214296
536000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.206896
538000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.205632
540000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.194744
542000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.204883
544000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.203628
546000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.190047
548000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.177946
550000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.169542
552000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.202292
554000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.196847
556000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.194944
558000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.193975
560000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.181097
562000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.156107
564000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.187722
566000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.173710
568000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.178895
570000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.187472
572000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.188180
574000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.202176
576000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.197071
578000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.154990
580000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.161101
582000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.158800
584000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.185735
586000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.186599
588000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.174932
590000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.203359
592000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.196890
594000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.159899
596000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.153239
598000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.160385
600000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.181865
602000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.150196
604000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.184288
606000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.185002
608000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.204435
610000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.203607
612000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.157140
614000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.157653
616000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.161802
618000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.165240
620000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.168379
622000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.183195
624000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.180845
626000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.196904
628000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.208315
630000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.191241
632000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.157131
634000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.160764
636000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.159775
638000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.174010
640000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.152447
642000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.181694
644000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.192111
646000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.188117
648000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.201948
650000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.173304
652000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.186407
654000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.193516
656000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.199988
658000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.199179
660000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.173009
662000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.167077
664000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.158284
666000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.170915
668000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.165811
670000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.192936
672000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.177448
674000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.189166
676000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.191051
678000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.193351
680000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.193301
682000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.183966
684000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.170171
686000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.166271
