Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1302000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.504325
1304000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.054824
1306000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.632523
1308000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.276693
1310000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.755770
1312000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.855847
1314000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.866733
1316000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.578272
1318000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.508697
1320000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.373019
1322000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.374260
1324000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.206136
1326000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.316504
1328000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.242123
1330000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.362870
1332000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.081047
1334000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.800685
1336000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.067538
1338000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.530361
1340000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.195643
1342000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.080600
1344000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.706563
1346000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.995789
1348000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.636858
1350000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.829839
1352000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.374848
1354000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.262145
1356000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.434752
1358000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.161825
1360000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.532810
1362000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.146025
1364000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.181648
1366000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.592966
1368000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.943933
1370000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.219370
1372000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.234506
1374000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.103506
1376000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.582023
1378000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.792790
1380000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.836796
1382000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.973844
1384000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.441478
1386000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.272318
1388000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.343650
1390000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.079023
1392000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.389799
1394000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.482222
1396000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.474182
1398000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.192920
1400000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.287356
1402000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.382652
1404000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.129480
1406000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.185020
1408000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.933444
1410000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.878740
