cycle,pc,cta_id,cluster_id,warp_id,tid
2000008,290,3,3,14,ffffffff
2000016,1c0,3,3,7,ffffffff
2000018,2a0,3,3,14,ffffffff
2000020,2a8,3,3,14,ffffffff
2000022,2b0,3,3,14,ffffffff
2000028,2b8,3,3,14,ffffffff
2000029,298,3,3,14,ffffffff
2000033,2c0,3,3,14,ffffffff
2000048,1c8,3,3,7,ffffffff
2000054,a0,3,3,14,ffffffff
2000058,1d0,3,3,7,ffffffff
2000067,1d8,3,3,7,ffffffff
2000119,1e8,3,3,7,ffffffff
2000120,1e0,3,3,7,ffffffff
2000130,1f0,3,3,7,ffffffff
2000134,1f8,3,3,7,ffffffff
2000155,200,3,3,7,ffffffff
2000187,208,3,3,7,ffffffff
2000197,210,3,3,7,ffffffff
2000201,218,3,3,7,ffffffff
2000222,220,3,3,7,ffffffff
2000254,228,3,3,7,ffffffff
2000264,230,3,3,7,ffffffff
2000268,238,3,3,7,ffffffff
2000289,240,3,3,7,ffffffff
2000305,a8,3,3,0,ffffffff
2000315,b0,3,3,0,ffffffff
2000319,b8,3,3,0,ffffffff
2000321,248,3,3,7,ffffffff
2000331,250,3,3,7,ffffffff
2000340,c0,3,3,0,ffffffff
2000353,258,3,3,7,ffffffff
2000372,c8,3,3,0,ffffffff
2000382,d0,3,3,0,ffffffff
2000387,d8,3,3,0,ffffffff
2000405,268,3,3,7,ffffffff
2000406,260,3,3,7,ffffffff
2000416,270,3,3,7,ffffffff
2000421,278,3,3,7,ffffffff
2000427,a8,3,3,14,ffffffff
2000437,b0,3,3,14,ffffffff
2000439,e8,3,3,0,ffffffff
2000440,e0,3,3,0,ffffffff
2000442,280,3,3,7,ffffffff
2000450,f0,3,3,0,ffffffff
2000455,b8,3,3,14,ffffffff
2000474,288,3,3,7,ffffffff
2000476,c0,3,3,14,ffffffff
2000484,290,3,3,7,ffffffff
2000489,f8,3,3,0,ffffffff
2000494,2a0,3,3,7,ffffffff
2000496,2a8,3,3,7,ffffffff
2000498,2b0,3,3,7,ffffffff
2000504,2b8,3,3,7,ffffffff
2000508,c8,3,3,14,ffffffff
2000509,2c0,3,3,7,ffffffff
2000510,100,3,3,0,ffffffff
2000518,d0,3,3,14,ffffffff
2000523,298,3,3,7,ffffffff
2000542,108,3,3,0,ffffffff
2000544,a0,3,3,7,ffffffff
2000552,110,3,3,0,ffffffff
2000557,d8,3,3,14,ffffffff
2000591,118,3,3,0,ffffffff
2000609,e8,3,3,14,ffffffff
2000610,e0,3,3,14,ffffffff
2000612,120,3,3,0,ffffffff
2000620,f0,3,3,14,ffffffff
2000625,f8,3,3,14,ffffffff
2000644,128,3,3,0,ffffffff
2000646,100,3,3,14,ffffffff
2000654,130,3,3,0,ffffffff
2000659,138,3,3,0,ffffffff
2000678,108,3,3,14,ffffffff
2000680,140,3,3,0,ffffffff
2000688,110,3,3,14,ffffffff
2000693,118,3,3,14,ffffffff
2000712,148,3,3,0,ffffffff
2000714,120,3,3,14,ffffffff
2000722,150,3,3,0,ffffffff
2000727,158,3,3,0,ffffffff
2000746,128,3,3,14,ffffffff
2000756,130,3,3,14,ffffffff
2000761,138,3,3,14,ffffffff
2000779,168,3,3,0,ffffffff
2000780,160,3,3,0,ffffffff
2000782,140,3,3,14,ffffffff
2000790,170,3,3,0,ffffffff
2000795,178,3,3,0,ffffffff
2000814,148,3,3,14,ffffffff
2000816,180,3,3,0,ffffffff
2000824,150,3,3,14,ffffffff
2000829,158,3,3,14,ffffffff
2000848,188,3,3,0,ffffffff
2000858,190,3,3,0,ffffffff
2000863,198,3,3,0,ffffffff
2000881,168,3,3,14,ffffffff
2000882,160,3,3,14,ffffffff
2000884,1a0,3,3,0,ffffffff
2000892,170,3,3,14,ffffffff
2000897,178,3,3,14,ffffffff
2000918,180,3,3,14,ffffffff
2000921,a8,3,3,7,ffffffff
2000931,b0,3,3,7,ffffffff
2000935,b8,3,3,7,ffffffff
2000950,188,3,3,14,ffffffff
2000956,c0,3,3,7,ffffffff
2000960,190,3,3,14,ffffffff
2000969,198,3,3,14,ffffffff
2000988,c8,3,3,7,ffffffff
2000990,1a0,3,3,14,ffffffff
2000998,d0,3,3,7,ffffffff
2001003,d8,3,3,7,ffffffff
2001055,e8,3,3,7,ffffffff
2001056,e0,3,3,7,ffffffff
2001066,f0,3,3,7,ffffffff
2001070,f8,3,3,7,ffffffff
2001091,100,3,3,7,ffffffff
2001123,108,3,3,7,ffffffff
2001133,110,3,3,7,ffffffff
2001137,118,3,3,7,ffffffff
2001158,120,3,3,7,ffffffff
2001190,128,3,3,7,ffffffff
2001200,130,3,3,7,ffffffff
2001204,138,3,3,7,ffffffff
