cycle,pc,cta_id,cluster_id,warp_id,tid
5005,0,3,3,1,ffffffff
5006,0,3,3,2,ffffffff
5007,0,3,3,3,ffffffff
5008,0,3,3,6,ffffffff
5009,0,3,3,7,ffffffff
5010,0,3,3,4,ffffffff
5011,0,3,3,5,ffffffff
5012,0,3,3,8,ffffffff
5013,0,3,3,9,ffffffff
5014,0,3,3,10,ffffffff
5015,0,3,3,15,ffffffff
5016,8,3,3,1,ffffffff
5017,8,3,3,2,ffffffff
5018,8,3,3,3,ffffffff
5019,0,3,3,0,ffffffff
5020,8,3,3,5,ffffffff
5021,8,3,3,6,ffffffff
5022,8,3,3,7,ffffffff
5023,8,3,3,4,ffffffff
5024,8,3,3,9,ffffffff
5025,8,3,3,10,ffffffff
5026,8,3,3,11,ffffffff
5027,8,3,3,8,ffffffff
5028,8,3,3,13,ffffffff
5029,8,3,3,14,ffffffff
5030,8,3,3,15,ffffffff
5031,8,3,3,12,ffffffff
5032,10,3,3,1,ffffffff
5033,10,3,3,2,ffffffff
5034,10,3,3,3,ffffffff
5035,8,3,3,0,ffffffff
5036,10,3,3,5,ffffffff
5037,10,3,3,6,ffffffff
5038,10,3,3,7,ffffffff
5039,10,3,3,4,ffffffff
5040,10,3,3,9,ffffffff
5041,10,3,3,10,ffffffff
5042,10,3,3,11,ffffffff
5043,18,3,3,1,ffffffff
5043,10,3,3,8,ffffffff
5044,18,3,3,2,ffffffff
5044,10,3,3,13,ffffffff
5045,18,3,3,3,ffffffff
5045,0,3,3,13,ffffffff
5046,10,3,3,14,ffffffff
5047,0,3,3,14,ffffffff
5048,10,3,3,15,ffffffff
5049,0,3,3,11,ffffffff
5050,10,3,3,12,ffffffff
5051,10,3,3,0,ffffffff
5052,0,3,3,12,ffffffff
5053,18,3,3,4,ffffffff
5053,20,3,3,1,ffffffff
5053,20,3,3,2,ffffffff
5053,20,3,3,3,ffffffff
5054,20,3,3,4,ffffffff
5054,18,3,3,5,ffffffff
5054,18,3,3,6,ffffffff
5054,18,3,3,7,ffffffff
5055,18,3,3,9,ffffffff
5055,18,3,3,10,ffffffff
5055,18,3,3,11,ffffffff
5055,18,3,3,8,ffffffff
5056,18,3,3,14,ffffffff
5056,18,3,3,15,ffffffff
5056,18,3,3,12,ffffffff
5056,18,3,3,13,ffffffff
5057,28,3,3,3,ffffffff
5057,18,3,3,0,ffffffff
5057,28,3,3,1,ffffffff
5057,28,3,3,2,ffffffff
5058,28,3,3,4,ffffffff
5058,20,3,3,5,ffffffff
5058,20,3,3,6,ffffffff
5058,20,3,3,7,ffffffff
5059,20,3,3,9,ffffffff
5059,20,3,3,10,ffffffff
5059,20,3,3,11,ffffffff
5059,20,3,3,8,ffffffff
5060,20,3,3,14,ffffffff
5060,20,3,3,15,ffffffff
5060,20,3,3,12,ffffffff
5060,20,3,3,13,ffffffff
5061,28,3,3,7,ffffffff
5061,20,3,3,0,ffffffff
5061,28,3,3,5,ffffffff
5061,28,3,3,6,ffffffff
5062,28,3,3,8,ffffffff
5062,28,3,3,9,ffffffff
5062,28,3,3,10,ffffffff
5062,28,3,3,11,ffffffff
5063,28,3,3,13,ffffffff
5063,28,3,3,14,ffffffff
5063,28,3,3,15,ffffffff
5063,28,3,3,12,ffffffff
5064,28,3,3,0,ffffffff
5069,30,3,3,2,ffffffff
5069,30,3,3,3,ffffffff
5069,30,3,3,1,ffffffff
5070,30,3,3,4,ffffffff
5071,30,3,3,5,ffffffff
5071,30,3,3,6,ffffffff
5071,30,3,3,7,ffffffff
5072,30,3,3,8,ffffffff
5073,30,3,3,9,ffffffff
5073,30,3,3,10,ffffffff
5073,30,3,3,11,ffffffff
5074,30,3,3,12,ffffffff
5075,30,3,3,14,ffffffff
5075,30,3,3,15,ffffffff
5075,30,3,3,13,ffffffff
5076,30,3,3,0,ffffffff
5076,38,3,3,1,ffffffff
5076,38,3,3,2,ffffffff
5076,38,3,3,3,ffffffff
5077,38,3,3,4,ffffffff
5077,38,3,3,6,ffffffff
5077,38,3,3,7,ffffffff
5077,38,3,3,5,ffffffff
5078,38,3,3,8,ffffffff
5079,38,3,3,9,ffffffff
5079,38,3,3,10,ffffffff
5079,38,3,3,11,ffffffff
5080,38,3,3,12,ffffffff
5081,38,3,3,14,ffffffff
5081,38,3,3,15,ffffffff
5081,38,3,3,13,ffffffff
5082,38,3,3,0,ffffffff
5084,48,3,3,1,ffffffff
5084,48,3,3,2,ffffffff
5084,48,3,3,3,ffffffff
5085,48,3,3,6,ffffffff
5085,48,3,3,7,ffffffff
5085,48,3,3,4,ffffffff
5085,48,3,3,5,ffffffff
5086,48,3,3,8,ffffffff
5091,50,3,3,1,ffffffff
5091,50,3,3,2,ffffffff
5091,50,3,3,3,ffffffff
5092,50,3,3,4,ffffffff
5092,48,3,3,11,ffffffff
5092,48,3,3,9,ffffffff
5092,48,3,3,10,ffffffff
5093,50,3,3,6,ffffffff
5093,50,3,3,7,ffffffff
5093,50,3,3,5,ffffffff
5093,48,3,3,12,ffffffff
5094,50,3,3,8,ffffffff
5096,50,3,3,9,ffffffff
5096,50,3,3,10,ffffffff
5096,50,3,3,11,ffffffff
5097,48,3,3,13,ffffffff
5097,48,3,3,14,ffffffff
5097,48,3,3,15,ffffffff
5097,50,3,3,12,ffffffff
5098,48,3,3,0,ffffffff
5098,50,3,3,14,ffffffff
5098,50,3,3,15,ffffffff
5098,50,3,3,13,ffffffff
5099,50,3,3,0,ffffffff
5101,58,3,3,2,ffffffff
5101,58,3,3,3,ffffffff
5101,58,3,3,1,ffffffff
5102,58,3,3,4,ffffffff
5103,58,3,3,5,ffffffff
5103,58,3,3,6,ffffffff
5103,58,3,3,7,ffffffff
5104,58,3,3,8,ffffffff
5105,58,3,3,11,ffffffff
5105,58,3,3,9,ffffffff
5105,58,3,3,10,ffffffff
5106,58,3,3,12,ffffffff
5107,58,3,3,13,ffffffff
5107,58,3,3,14,ffffffff
5107,58,3,3,15,ffffffff
5108,58,3,3,0,ffffffff
5108,68,3,3,1,ffffffff
5108,68,3,3,2,ffffffff
5108,68,3,3,3,ffffffff
5109,68,3,3,4,ffffffff
5110,68,3,3,7,ffffffff
5110,68,3,3,5,ffffffff
5110,68,3,3,6,ffffffff
5111,68,3,3,8,ffffffff
5112,68,3,3,9,ffffffff
5112,68,3,3,10,ffffffff
5112,68,3,3,11,ffffffff
5113,68,3,3,12,ffffffff
5114,70,3,3,3,ffffffff
5115,70,3,3,1,ffffffff
5115,70,3,3,2,ffffffff
5116,70,3,3,4,ffffffff
5116,68,3,3,15,ffffffff
5116,70,3,3,5,ffffffff
5116,70,3,3,6,ffffffff
5117,68,3,3,14,ffffffff
5117,78,3,3,3,ffffffff
5117,70,3,3,8,ffffffff
5117,68,3,3,13,ffffffff
5118,70,3,3,7,ffffffff
5118,68,3,3,0,ffffffff
5118,78,3,3,1,ffffffff
5118,78,3,3,2,ffffffff
5119,78,3,3,4,ffffffff
5119,78,3,3,5,ffffffff
5119,78,3,3,6,ffffffff
5119,70,3,3,11,ffffffff
5120,70,3,3,9,ffffffff
5120,70,3,3,10,ffffffff
5120,78,3,3,8,ffffffff
5121,70,3,3,12,ffffffff
5122,78,3,3,7,ffffffff
5123,80,3,3,3,ffffffff
5124,80,3,3,2,ffffffff
5124,80,3,3,1,ffffffff
5124,78,3,3,11,ffffffff
5125,80,3,3,4,ffffffff
5125,78,3,3,9,ffffffff
5125,78,3,3,10,ffffffff
5126,80,3,3,5,ffffffff
5126,80,3,3,6,ffffffff
