cycle,instruction,cta_id,cluster_id,warp_id,tid
5006, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,3,ffffffff
5006, PC=0x000 (mvt.1.sm_70.ptx:27) ld.param.u64 %rd8 [_Z11mvt_kernel1PfS_S__param_0],3,3,0,ffffffff
5010, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,5,ffffffff
5010, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,6,ffffffff
5010, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,7,ffffffff
5010, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,4,ffffffff
5012, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,9,ffffffff
5013, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,10,ffffffff
5014, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,11,ffffffff
5014, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,8,ffffffff
5015, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,13,ffffffff
5016, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,14,ffffffff
5017, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,15,ffffffff
5018, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,12,ffffffff
5019, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,1,ffffffff
5020, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,1,ffffffff
5020, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,2,ffffffff
5021, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,2,ffffffff
5021, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,3,ffffffff
5022, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,3,ffffffff
5022, PC=0x008 (mvt.1.sm_70.ptx:28) ld.param.u64 %rd9 [_Z11mvt_kernel1PfS_S__param_1],3,3,0,ffffffff
5023, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,5,ffffffff
5024, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,6,ffffffff
5025, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,7,ffffffff
5026, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,4,ffffffff
5027, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,4,ffffffff
5027, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,9,ffffffff
5028, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,10,ffffffff
5029, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,11,ffffffff
5030, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,8,ffffffff
5031, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,13,ffffffff
5032, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,14,ffffffff
5033, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,15,ffffffff
5034, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,12,ffffffff
5038, PC=0x010 (mvt.1.sm_70.ptx:29) ld.param.u64 %rd10 [_Z11mvt_kernel1PfS_S__param_2],3,3,0,ffffffff
5039, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,1,ffffffff
5040, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,2,ffffffff
5041, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,3,ffffffff
5049, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,4,ffffffff
5049, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,5,ffffffff
5049, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,6,ffffffff
5049, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,7,ffffffff
5050, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,9,ffffffff
5050, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,10,ffffffff
5050, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,11,ffffffff
5050, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,8,ffffffff
5051, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,14,ffffffff
5051, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,15,ffffffff
5051, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,12,ffffffff
5051, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,13,ffffffff
5052, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,3,ffffffff
5052, PC=0x018 (mvt.1.sm_70.ptx:30) mov.u32 %r4 %ntid.x,3,3,0,ffffffff
5052, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,1,ffffffff
5052, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,2,ffffffff
5053, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,4,ffffffff
5053, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,5,ffffffff
5053, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,6,ffffffff
5053, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,7,ffffffff
5054, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,9,ffffffff
5054, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,10,ffffffff
5054, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,11,ffffffff
5054, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,8,ffffffff
5055, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,14,ffffffff
5055, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,15,ffffffff
5055, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,12,ffffffff
5055, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,13,ffffffff
5056, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,7,ffffffff
5056, PC=0x020 (mvt.1.sm_70.ptx:31) mov.u32 %r5 %ctaid.x,3,3,0,ffffffff
5056, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,5,ffffffff
5056, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,6,ffffffff
5057, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,8,ffffffff
5057, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,9,ffffffff
5057, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,10,ffffffff
5057, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,11,ffffffff
5058, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,13,ffffffff
5058, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,14,ffffffff
5058, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,15,ffffffff
5058, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,12,ffffffff
5059, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,2,ffffffff
5059, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,3,ffffffff
5059, PC=0x028 (mvt.1.sm_70.ptx:32) mov.u32 %r6 %tid.x,3,3,0,ffffffff
5059, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,1,ffffffff
5060, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,4,ffffffff
5061, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,5,ffffffff
5061, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,6,ffffffff
5061, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,7,ffffffff
5062, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,9,ffffffff
5062, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,10,ffffffff
5062, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,11,ffffffff
5062, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,8,ffffffff
5063, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,14,ffffffff
5063, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,15,ffffffff
5063, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,12,ffffffff
5063, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,13,ffffffff
5064, PC=0x030 (mvt.1.sm_70.ptx:33) mad.lo.s32 %r1 %r5 %r4 %r6,3,3,0,ffffffff
5069, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,1,ffffffff
5069, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,2,ffffffff
5069, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,3,ffffffff
5070, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,4,ffffffff
5071, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,6,ffffffff
5071, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,7,ffffffff
5071, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,5,ffffffff
5072, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,8,ffffffff
5073, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,9,ffffffff
5073, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,10,ffffffff
5073, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,11,ffffffff
5074, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,12,ffffffff
5075, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,14,ffffffff
5075, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,15,ffffffff
5075, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,13,ffffffff
5076, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,3,ffffffff
5076, PC=0x038 (mvt.1.sm_70.ptx:34) setp.gt.s32 %p1 %r1 2047,3,3,0,ffffffff
5076, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,1,ffffffff
5076, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,2,ffffffff
5077, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,4,ffffffff
5077, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,5,ffffffff
5077, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,6,ffffffff
5077, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,7,ffffffff
5078, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,1,ffffffff
5078, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,2,ffffffff
5078, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,3,ffffffff
5078, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,8,ffffffff
5079, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,6,ffffffff
5079, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,7,ffffffff
5079, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,4,ffffffff
5079, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,5,ffffffff
5080, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,11,ffffffff
5080, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,8,ffffffff
5080, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,9,ffffffff
5080, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,10,ffffffff
5081, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,12,ffffffff
5081, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,13,ffffffff
5081, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,14,ffffffff
5081, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,15,ffffffff
5082, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,1,ffffffff
5082, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,2,ffffffff
5082, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,3,ffffffff
5082, PC=0x040 (mvt.1.sm_70.ptx:35) @%p1 bra $L__BB0_3,3,3,0,ffffffff
5083, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,6,ffffffff
5083, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,7,ffffffff
5083, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,4,ffffffff
5083, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,5,ffffffff
5084, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,11,ffffffff
5084, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,8,ffffffff
5084, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,9,ffffffff
5084, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,10,ffffffff
5085, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,12,ffffffff
5085, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,13,ffffffff
5085, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,14,ffffffff
5085, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,15,ffffffff
5086, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,9,ffffffff
5086, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,10,ffffffff
5086, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,11,ffffffff
5086, PC=0x048 (mvt.1.sm_70.ptx:37) cvta.to.global.u64 %rd11 %rd9,3,3,0,ffffffff
5087, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,14,ffffffff
5087, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,15,ffffffff
5087, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,12,ffffffff
5087, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,13,ffffffff
5089, PC=0x050 (mvt.1.sm_70.ptx:38) mul.wide.s32 %rd12 %r1 4,3,3,0,ffffffff
5091, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,2,ffffffff
5091, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,3,ffffffff
5091, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,1,ffffffff
5092, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,4,ffffffff
5093, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,5,ffffffff
5093, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,6,ffffffff
5093, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,7,ffffffff
5094, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,8,ffffffff
5096, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,11,ffffffff
5096, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,9,ffffffff
5096, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,10,ffffffff
5097, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,12,ffffffff
5098, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,13,ffffffff
5098, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,14,ffffffff
5098, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,15,ffffffff
5099, PC=0x058 (mvt.1.sm_70.ptx:39) add.s64 %rd1 %rd11 %rd12,3,3,0,ffffffff
5101, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,1,ffffffff
5101, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,2,ffffffff
5101, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,3,ffffffff
5102, PC=0x068 (mvt.1.sm_70.ptx:41) shl.b32 %r8 %r1 11,3,3,1,ffffffff
5102, PC=0x068 (mvt.1.sm_70.ptx:41) shl.b32 %r8 %r1 11,3,3,2,ffffffff
5102, PC=0x068 (mvt.1.sm_70.ptx:41) shl.b32 %r8 %r1 11,3,3,3,ffffffff
5102, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,4,ffffffff
5103, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,6,ffffffff
5103, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,7,ffffffff
5103, PC=0x068 (mvt.1.sm_70.ptx:41) shl.b32 %r8 %r1 11,3,3,4,ffffffff
5103, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,5,ffffffff
5104, PC=0x068 (mvt.1.sm_70.ptx:41) shl.b32 %r8 %r1 11,3,3,7,ffffffff
5104, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,8,ffffffff
5104, PC=0x068 (mvt.1.sm_70.ptx:41) shl.b32 %r8 %r1 11,3,3,5,ffffffff
5104, PC=0x068 (mvt.1.sm_70.ptx:41) shl.b32 %r8 %r1 11,3,3,6,ffffffff
5105, PC=0x068 (mvt.1.sm_70.ptx:41) shl.b32 %r8 %r1 11,3,3,8,ffffffff
5105, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,9,ffffffff
5105, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,10,ffffffff
5105, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,11,ffffffff
5106, PC=0x068 (mvt.1.sm_70.ptx:41) shl.b32 %r8 %r1 11,3,3,9,ffffffff
5106, PC=0x068 (mvt.1.sm_70.ptx:41) shl.b32 %r8 %r1 11,3,3,10,ffffffff
5106, PC=0x068 (mvt.1.sm_70.ptx:41) shl.b32 %r8 %r1 11,3,3,11,ffffffff
5106, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,12,ffffffff
5107, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,14,ffffffff
5107, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,15,ffffffff
5107, PC=0x068 (mvt.1.sm_70.ptx:41) shl.b32 %r8 %r1 11,3,3,12,ffffffff
5107, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,13,ffffffff
5108, PC=0x070 (mvt.1.sm_70.ptx:42) or.b32 %r9 %r8 8,3,3,3,ffffffff
5108, PC=0x060 (mvt.1.sm_70.ptx:40) ld.global.f32 %f51 [%rd1],3,3,0,ffffffff
5108, PC=0x070 (mvt.1.sm_70.ptx:42) or.b32 %r9 %r8 8,3,3,1,ffffffff
5108, PC=0x070 (mvt.1.sm_70.ptx:42) or.b32 %r9 %r8 8,3,3,2,ffffffff
