cycle,pc,cta_id,cluster_id,warp_id,tid
1000006,258,2,2,11,ffffffff
1000008,258,2,2,13,ffffffff
1000024,188,2,2,6,ffffffff
1000025,180,2,2,6,ffffffff
1000027,260,2,2,11,ffffffff
1000032,a8,2,2,2,ffffffff
1000041,258,2,2,3,ffffffff
1000043,238,2,2,14,ffffffff
1000051,190,2,2,6,ffffffff
1000053,b0,2,2,2,ffffffff
1000060,268,2,2,11,ffffffff
1000062,260,2,2,13,ffffffff
1000070,270,2,2,11,ffffffff
1000077,198,2,2,6,ffffffff
1000079,278,2,2,11,ffffffff
1000080,b8,2,2,2,ffffffff
1000096,240,2,2,14,ffffffff
1000101,280,2,2,11,ffffffff
1000133,288,2,2,11,ffffffff
1000143,290,2,2,11,ffffffff
1000153,2a0,2,2,11,ffffffff
1000153,188,2,2,0,ffffffff
1000155,2a8,2,2,11,ffffffff
1000157,2b0,2,2,11,ffffffff
1000163,190,2,2,0,ffffffff
1000163,2b8,2,2,11,ffffffff
1000166,c0,2,2,2,ffffffff
1000168,2c0,2,2,11,ffffffff
1000190,248,2,2,8,ffffffff
1000198,c8,2,2,2,ffffffff
1000211,298,2,2,11,ffffffff
1000212,198,2,2,0,ffffffff
1000220,250,2,2,8,ffffffff
1000220,d0,2,2,2,ffffffff
1000230,248,2,2,14,ffffffff
1000233,1a0,2,2,0,ffffffff
1000266,a0,2,2,11,ffffffff
1000274,1a0,2,2,6,ffffffff
1000279,258,2,2,8,ffffffff
1000280,d8,2,2,2,ffffffff
1000288,250,2,2,14,ffffffff
1000332,e8,2,2,2,ffffffff
1000333,e0,2,2,2,ffffffff
1000347,258,2,2,14,ffffffff
1000355,f0,2,2,2,ffffffff
1000366,260,2,2,8,ffffffff
1000381,f8,2,2,2,ffffffff
1000399,268,2,2,14,ffffffff
1000400,260,2,2,14,ffffffff
1000410,270,2,2,14,ffffffff
1000415,278,2,2,14,ffffffff
1000433,108,2,2,2,ffffffff
1000434,100,2,2,2,ffffffff
1000444,110,2,2,2,ffffffff
1000449,118,2,2,2,ffffffff
1000467,288,2,2,14,ffffffff
1000468,280,2,2,14,ffffffff
1000478,290,2,2,14,ffffffff
1000483,298,2,2,14,ffffffff
1000488,2a0,2,2,14,ffffffff
1000490,2a8,2,2,14,ffffffff
1000492,2b0,2,2,14,ffffffff
1000498,2b8,2,2,14,ffffffff
1000501,128,2,2,2,ffffffff
1000502,120,2,2,2,ffffffff
1000503,2c0,2,2,14,ffffffff
1000512,130,2,2,2,ffffffff
1000537,138,2,2,2,ffffffff
1000558,140,2,2,2,ffffffff
1000590,148,2,2,2,ffffffff
1000600,150,2,2,2,ffffffff
1000604,158,2,2,2,ffffffff
1000625,160,2,2,2,ffffffff
1000657,168,2,2,2,ffffffff
1000667,170,2,2,2,ffffffff
1000671,178,2,2,2,ffffffff
1000692,180,2,2,2,ffffffff
1000724,188,2,2,2,ffffffff
1000734,190,2,2,2,ffffffff
1000738,198,2,2,2,ffffffff
1000759,1a0,2,2,2,ffffffff
1001167,a8,2,2,5,ffffffff
1001177,b0,2,2,5,ffffffff
1001181,b8,2,2,5,ffffffff
1001202,c0,2,2,5,ffffffff
1001234,c8,2,2,5,ffffffff
1001244,d0,2,2,5,ffffffff
1001248,d8,2,2,5,ffffffff
1001269,e0,2,2,5,ffffffff
1001301,e8,2,2,5,ffffffff
1001311,f0,2,2,5,ffffffff
1001315,f8,2,2,5,ffffffff
1001325,1a8,2,2,9,ffffffff
1001335,1b0,2,2,9,ffffffff
1001336,100,2,2,5,ffffffff
1001349,1b8,2,2,9,ffffffff
1001368,108,2,2,5,ffffffff
1001370,1c0,2,2,9,ffffffff
1001378,110,2,2,5,ffffffff
1001383,118,2,2,5,ffffffff
1001402,1c8,2,2,9,ffffffff
1001404,120,2,2,5,ffffffff
1001412,1d0,2,2,9,ffffffff
1001417,1d8,2,2,9,ffffffff
1001436,128,2,2,5,ffffffff
1001446,130,2,2,5,ffffffff
1001451,138,2,2,5,ffffffff
1001469,1e8,2,2,9,ffffffff
1001470,1e0,2,2,9,ffffffff
1001480,1f0,2,2,9,ffffffff
1001485,1f8,2,2,9,ffffffff
1001503,148,2,2,5,ffffffff
1001504,140,2,2,5,ffffffff
1001514,150,2,2,5,ffffffff
1001519,158,2,2,5,ffffffff
1001537,208,2,2,9,ffffffff
1001538,200,2,2,9,ffffffff
1001548,210,2,2,9,ffffffff
1001553,218,2,2,9,ffffffff
1001571,168,2,2,5,ffffffff
1001572,160,2,2,5,ffffffff
1001582,170,2,2,5,ffffffff
1001587,178,2,2,5,ffffffff
1001605,228,2,2,9,ffffffff
1001606,220,2,2,9,ffffffff
1001616,230,2,2,9,ffffffff
1001621,238,2,2,9,ffffffff
1001639,188,2,2,5,ffffffff
1001640,180,2,2,5,ffffffff
1001650,190,2,2,5,ffffffff
1001655,198,2,2,5,ffffffff
1001673,248,2,2,9,ffffffff
1001674,240,2,2,9,ffffffff
1001684,250,2,2,9,ffffffff
1001689,258,2,2,9,ffffffff
1001708,1a0,2,2,5,ffffffff
1001741,268,2,2,9,ffffffff
1001742,260,2,2,9,ffffffff
1001752,270,2,2,9,ffffffff
1001756,278,2,2,9,ffffffff
1001777,280,2,2,9,ffffffff
1001809,288,2,2,9,ffffffff
1001819,290,2,2,9,ffffffff
1001823,298,2,2,9,ffffffff
1001829,2a0,2,2,9,ffffffff
1001831,2a8,2,2,9,ffffffff
1001833,2b0,2,2,9,ffffffff
1001839,2b8,2,2,9,ffffffff
1001844,2c0,2,2,9,ffffffff
1001993,248,2,2,1,ffffffff
1002003,250,2,2,1,ffffffff
1002007,258,2,2,1,ffffffff
1002028,260,2,2,1,ffffffff
1002331,a0,2,2,14,ffffffff
1002332,a0,2,2,9,ffffffff
1002379,a8,2,2,12,ffffffff
1002389,b0,2,2,12,ffffffff
1002393,b8,2,2,12,ffffffff
1002403,e8,2,2,15,ffffffff
1002413,f0,2,2,15,ffffffff
1002414,c0,2,2,12,ffffffff
1002427,f8,2,2,15,ffffffff
1002446,c8,2,2,12,ffffffff
1002448,100,2,2,15,ffffffff
1002456,d0,2,2,12,ffffffff
1002461,d8,2,2,12,ffffffff
1002472,248,2,2,10,ffffffff
1002482,250,2,2,10,ffffffff
1002495,258,2,2,10,ffffffff
1002513,e8,2,2,12,ffffffff
1002514,e0,2,2,12,ffffffff
1002524,f0,2,2,12,ffffffff
1002527,1a8,2,2,7,ffffffff
1002529,f8,2,2,12,ffffffff
1002537,1b0,2,2,7,ffffffff
1002548,260,2,2,10,ffffffff
1002550,100,2,2,12,ffffffff
1002563,1b8,2,2,7,ffffffff
1002582,108,2,2,12,ffffffff
1002584,1c0,2,2,7,ffffffff
1002592,110,2,2,12,ffffffff
1002597,118,2,2,12,ffffffff
1002616,1c8,2,2,7,ffffffff
1002618,120,2,2,12,ffffffff
1002626,1d0,2,2,7,ffffffff
1002631,1d8,2,2,7,ffffffff
1002650,128,2,2,12,ffffffff
1002660,130,2,2,12,ffffffff
1002665,138,2,2,12,ffffffff
1002683,1e8,2,2,7,ffffffff
1002684,1e0,2,2,7,ffffffff
1002686,140,2,2,12,ffffffff
1002694,1f0,2,2,7,ffffffff
1002699,1f8,2,2,7,ffffffff
1002718,148,2,2,12,ffffffff
1002720,200,2,2,7,ffffffff
1002728,150,2,2,12,ffffffff
1002733,158,2,2,12,ffffffff
1002752,208,2,2,7,ffffffff
1002762,210,2,2,7,ffffffff
1002767,218,2,2,7,ffffffff
1002785,168,2,2,12,ffffffff
1002786,160,2,2,12,ffffffff
1002788,220,2,2,7,ffffffff
1002796,170,2,2,12,ffffffff
1002801,178,2,2,12,ffffffff
1002803,1a8,2,2,6,ffffffff
1002813,1b0,2,2,6,ffffffff
1002820,228,2,2,7,ffffffff
1002822,180,2,2,12,ffffffff
1002830,230,2,2,7,ffffffff
1002835,1b8,2,2,6,ffffffff
1002854,188,2,2,12,ffffffff
1002856,1c0,2,2,6,ffffffff
1002864,190,2,2,12,ffffffff
1002866,a8,2,2,11,ffffffff
1002869,238,2,2,7,ffffffff
1002877,b0,2,2,11,ffffffff
1002888,1c8,2,2,6,ffffffff
1002890,240,2,2,7,ffffffff
1002898,1d0,2,2,6,ffffffff
1002903,198,2,2,12,ffffffff
1002922,248,2,2,7,ffffffff
1002924,1a0,2,2,12,ffffffff
1002937,b8,2,2,11,ffffffff
1002945,250,2,2,7,ffffffff
1002958,c0,2,2,11,ffffffff
1002971,1d8,2,2,6,ffffffff
1002990,c8,2,2,11,ffffffff
1003005,258,2,2,7,ffffffff
1003013,d0,2,2,11,ffffffff
1003019,268,2,2,3,ffffffff
1003023,1e8,2,2,6,ffffffff
1003024,1e0,2,2,6,ffffffff
1003028,a8,2,2,14,ffffffff
1003039,d8,2,2,11,ffffffff
1003046,270,2,2,3,ffffffff
1003046,1f0,2,2,6,ffffffff
1003046,1a8,2,2,0,ffffffff
1003048,b0,2,2,14,ffffffff
1003056,1b0,2,2,0,ffffffff
1003057,268,2,2,7,ffffffff
1003058,260,2,2,7,ffffffff
1003060,e0,2,2,11,ffffffff
1003073,1f8,2,2,6,ffffffff
1003074,278,2,2,3,ffffffff
1003082,270,2,2,7,ffffffff
1003092,e8,2,2,11,ffffffff
1003095,200,2,2,6,ffffffff
1003096,280,2,2,3,ffffffff
1003102,f0,2,2,11,ffffffff
1003141,1b8,2,2,0,ffffffff
1003160,208,2,2,6,ffffffff
1003162,1c0,2,2,0,ffffffff
1003163,c0,2,2,14,ffffffff
1003170,210,2,2,6,ffffffff
1003195,1c8,2,2,0,ffffffff
1003205,1d0,2,2,0,ffffffff
1003208,b8,2,2,14,ffffffff
1003209,278,2,2,7,ffffffff
1003227,c8,2,2,14,ffffffff
1003230,280,2,2,7,ffffffff
1003243,218,2,2,6,ffffffff
1003244,1d8,2,2,0,ffffffff
1003251,d0,2,2,14,ffffffff
1003262,288,2,2,7,ffffffff
1003265,100,2,2,11,ffffffff
1003266,220,2,2,6,ffffffff
1003272,290,2,2,7,ffffffff
1003282,2a0,2,2,7,ffffffff
1003284,2a8,2,2,7,ffffffff
1003286,2b0,2,2,7,ffffffff
1003298,1e8,2,2,0,ffffffff
1003299,1e0,2,2,0,ffffffff
1003304,1a8,2,2,2,ffffffff
1003309,1f0,2,2,0,ffffffff
1003316,2b8,2,2,7,ffffffff
1003321,2c0,2,2,7,ffffffff
1003331,228,2,2,6,ffffffff
1003344,d8,2,2,14,ffffffff
1003352,1b0,2,2,2,ffffffff
1003354,230,2,2,6,ffffffff
1003363,108,2,2,11,ffffffff
1003367,268,2,2,4,ffffffff
1003378,298,2,2,7,ffffffff
1003379,1f8,2,2,0,ffffffff
1003386,110,2,2,11,ffffffff
1003387,270,2,2,4,ffffffff
1003396,e8,2,2,14,ffffffff
1003397,e0,2,2,14,ffffffff
1003400,200,2,2,0,ffffffff
1003432,208,2,2,0,ffffffff
1003433,a0,2,2,7,ffffffff
1003435,268,2,2,13,ffffffff
1003446,f8,2,2,11,ffffffff
1003447,1b8,2,2,2,ffffffff
1003448,238,2,2,6,ffffffff
1003451,118,2,2,11,ffffffff
1003452,278,2,2,4,ffffffff
1003455,f0,2,2,14,ffffffff
1003455,210,2,2,0,ffffffff
1003455,270,2,2,13,ffffffff
1003469,1c0,2,2,2,ffffffff
1003470,240,2,2,6,ffffffff
1003504,1c8,2,2,2,ffffffff
1003505,120,2,2,11,ffffffff
1003506,280,2,2,4,ffffffff
