cycle,pc,cta_id,cluster_id,warp_id,tid
1000000,b8,1,1,13,ffffffff
1000021,c0,1,1,13,ffffffff
1000053,c8,1,1,13,ffffffff
1000063,d0,1,1,13,ffffffff
1000067,d8,1,1,13,ffffffff
1000084,268,1,1,14,ffffffff
1000088,e0,1,1,13,ffffffff
1000094,270,1,1,14,ffffffff
1000101,278,1,1,14,ffffffff
1000120,e8,1,1,13,ffffffff
1000122,280,1,1,14,ffffffff
1000130,f0,1,1,13,ffffffff
1000135,f8,1,1,13,ffffffff
1000156,100,1,1,13,ffffffff
1000188,108,1,1,13,ffffffff
1000198,110,1,1,13,ffffffff
1000202,118,1,1,13,ffffffff
1000223,120,1,1,13,ffffffff
1000255,128,1,1,13,ffffffff
1000265,130,1,1,13,ffffffff
1000269,138,1,1,13,ffffffff
1000290,140,1,1,13,ffffffff
1000322,148,1,1,13,ffffffff
1000332,150,1,1,13,ffffffff
1000336,158,1,1,13,ffffffff
1000357,160,1,1,13,ffffffff
1000389,168,1,1,13,ffffffff
1000399,170,1,1,13,ffffffff
1000403,178,1,1,13,ffffffff
1000424,180,1,1,13,ffffffff
1000456,188,1,1,13,ffffffff
1000466,190,1,1,13,ffffffff
1000470,198,1,1,13,ffffffff
1000491,1a0,1,1,13,ffffffff
1000496,288,1,1,0,ffffffff
1000506,290,1,1,0,ffffffff
1000510,298,1,1,0,ffffffff
1000516,2a0,1,1,0,ffffffff
1000518,2a8,1,1,0,ffffffff
1000520,2b0,1,1,0,ffffffff
1000526,2b8,1,1,0,ffffffff
1000531,2c0,1,1,0,ffffffff
1000552,a0,1,1,0,ffffffff
1000987,208,1,1,3,ffffffff
1000997,210,1,1,3,ffffffff
1001001,218,1,1,3,ffffffff
1001022,220,1,1,3,ffffffff
1001196,208,1,1,15,ffffffff
1001206,210,1,1,15,ffffffff
1001210,218,1,1,15,ffffffff
1001231,220,1,1,15,ffffffff
1001385,288,1,1,9,ffffffff
1001395,290,1,1,9,ffffffff
1001399,298,1,1,9,ffffffff
1001405,2a0,1,1,9,ffffffff
1001407,2a8,1,1,9,ffffffff
1001409,2b0,1,1,9,ffffffff
1001415,2b8,1,1,9,ffffffff
1001420,2c0,1,1,9,ffffffff
1001441,a0,1,1,9,ffffffff
1001458,288,1,1,11,ffffffff
1001468,290,1,1,11,ffffffff
1001472,298,1,1,11,ffffffff
1001478,2a0,1,1,11,ffffffff
1001480,2a8,1,1,11,ffffffff
1001482,2b0,1,1,11,ffffffff
1001488,2b8,1,1,11,ffffffff
1001493,2c0,1,1,11,ffffffff
1001528,1a8,1,1,5,ffffffff
1001538,1b0,1,1,5,ffffffff
1001542,1b8,1,1,5,ffffffff
1001545,208,1,1,8,ffffffff
1001555,210,1,1,8,ffffffff
1001563,1c0,1,1,5,ffffffff
1001576,218,1,1,8,ffffffff
1001597,220,1,1,8,ffffffff
1001676,1a8,1,1,2,ffffffff
1001686,1b0,1,1,2,ffffffff
1001690,1b8,1,1,2,ffffffff
1001711,1c0,1,1,2,ffffffff
1001720,208,1,1,6,ffffffff
1001730,210,1,1,6,ffffffff
1001734,218,1,1,6,ffffffff
1001755,220,1,1,6,ffffffff
1001925,228,1,1,1,ffffffff
1001935,230,1,1,1,ffffffff
1001939,238,1,1,1,ffffffff
1001960,240,1,1,1,ffffffff
1001992,248,1,1,1,ffffffff
1002002,250,1,1,1,ffffffff
1002006,258,1,1,1,ffffffff
1002027,260,1,1,1,ffffffff
1002044,a8,1,1,7,ffffffff
1002054,b0,1,1,7,ffffffff
1002058,b8,1,1,7,ffffffff
1002059,268,1,1,1,ffffffff
1002069,270,1,1,1,ffffffff
1002079,c0,1,1,7,ffffffff
1002092,278,1,1,1,ffffffff
1002113,280,1,1,1,ffffffff
1002145,288,1,1,1,ffffffff
1002155,290,1,1,1,ffffffff
1002159,298,1,1,1,ffffffff
1002165,2a0,1,1,1,ffffffff
1002167,2a8,1,1,1,ffffffff
1002169,2b0,1,1,1,ffffffff
1002175,2b8,1,1,1,ffffffff
1002180,2c0,1,1,1,ffffffff
1002201,a0,1,1,1,ffffffff
1002386,a0,1,1,11,ffffffff
1002563,1a8,1,1,12,ffffffff
1002573,1b0,1,1,12,ffffffff
1002577,1b8,1,1,12,ffffffff
1002598,1c0,1,1,12,ffffffff
1002880,1a8,1,1,10,ffffffff
1002890,1b0,1,1,10,ffffffff
1002894,1b8,1,1,10,ffffffff
1002915,1c0,1,1,10,ffffffff
1002951,1a8,1,1,4,ffffffff
1002961,1b0,1,1,4,ffffffff
1002965,1b8,1,1,4,ffffffff
1002978,288,1,1,14,ffffffff
1002986,1c0,1,1,4,ffffffff
1002988,290,1,1,14,ffffffff
1002998,2a0,1,1,14,ffffffff
1002999,298,1,1,14,ffffffff
1003000,2a8,1,1,14,ffffffff
1003002,2b0,1,1,14,ffffffff
1003008,2b8,1,1,14,ffffffff
1003013,2c0,1,1,14,ffffffff
1003034,a0,1,1,14,ffffffff
1003164,a8,1,1,0,ffffffff
1003174,b0,1,1,0,ffffffff
1003178,b8,1,1,0,ffffffff
1003199,c0,1,1,0,ffffffff
1003693,a8,1,1,9,ffffffff
1003703,b0,1,1,9,ffffffff
1003707,b8,1,1,9,ffffffff
1003728,c0,1,1,9,ffffffff
1003807,a8,1,1,11,ffffffff
1003817,b0,1,1,11,ffffffff
1003821,b8,1,1,11,ffffffff
1003881,1a8,1,1,13,ffffffff
1003891,1b0,1,1,13,ffffffff
1003893,1c8,1,1,5,ffffffff
1003895,1b8,1,1,13,ffffffff
1003903,1d0,1,1,5,ffffffff
1003916,1c0,1,1,13,ffffffff
1003930,1d8,1,1,5,ffffffff
1003983,1e0,1,1,5,ffffffff
1004245,1c8,1,1,2,ffffffff
1004255,1d0,1,1,2,ffffffff
1004259,1d8,1,1,2,ffffffff
1004280,1e0,1,1,2,ffffffff
1004410,c8,1,1,7,ffffffff
1004420,d0,1,1,7,ffffffff
1004424,d8,1,1,7,ffffffff
1004445,e0,1,1,7,ffffffff
1004500,228,1,1,3,ffffffff
1004510,230,1,1,3,ffffffff
1004514,238,1,1,3,ffffffff
1004535,240,1,1,3,ffffffff
1004567,248,1,1,3,ffffffff
1004577,250,1,1,3,ffffffff
1004581,258,1,1,3,ffffffff
1004592,a8,1,1,1,ffffffff
1004602,b0,1,1,1,ffffffff
1004602,260,1,1,3,ffffffff
1004615,b8,1,1,1,ffffffff
1004634,268,1,1,3,ffffffff
1004636,c0,1,1,1,ffffffff
1004639,228,1,1,15,ffffffff
1004644,270,1,1,3,ffffffff
1004649,230,1,1,15,ffffffff
1004649,278,1,1,3,ffffffff
1004654,1c8,1,1,12,ffffffff
1004664,1d0,1,1,12,ffffffff
1004670,280,1,1,3,ffffffff
1004683,238,1,1,15,ffffffff
1004702,288,1,1,3,ffffffff
1004704,240,1,1,15,ffffffff
1004712,290,1,1,3,ffffffff
1004717,1d8,1,1,12,ffffffff
1004722,2a0,1,1,3,ffffffff
1004724,2a8,1,1,3,ffffffff
1004726,2b0,1,1,3,ffffffff
1004732,2b8,1,1,3,ffffffff
1004736,248,1,1,15,ffffffff
1004737,2c0,1,1,3,ffffffff
1004751,298,1,1,3,ffffffff
1004759,250,1,1,15,ffffffff
1004770,1e0,1,1,12,ffffffff
1004785,258,1,1,15,ffffffff
1004837,268,1,1,15,ffffffff
1004838,260,1,1,15,ffffffff
1004842,228,1,1,8,ffffffff
1004848,270,1,1,15,ffffffff
1004852,230,1,1,8,ffffffff
1004852,278,1,1,15,ffffffff
1004873,280,1,1,15,ffffffff
1004886,238,1,1,8,ffffffff
1004905,288,1,1,15,ffffffff
1004907,240,1,1,8,ffffffff
1004915,290,1,1,15,ffffffff
