cycle,row_hit,row_miss
6000,68,4
8000,183,1
10000,168,4
12000,183,1
14000,187,1
16000,161,5
18000,197,3
20000,163,4
22000,188,2
24000,161,2
26000,181,4
28000,181,2
30000,188,4
32000,158,2
34000,170,2
36000,176,4
38000,190,2
40000,158,2
42000,188,4
44000,166,2
46000,165,3
48000,195,3
50000,168,2
52000,164,4
54000,182,2
56000,169,3
58000,172,3
60000,195,2
62000,166,4
64000,180,2
66000,173,4
68000,157,2
70000,178,2
72000,169,3
74000,185,3
76000,177,2
78000,165,4
80000,170,2
82000,183,3
84000,167,3
86000,198,2
88000,172,4
90000,168,2
92000,182,4
94000,170,2
96000,172,2
98000,181,5
100000,167,2
102000,174,3
104000,173,4
106000,182,2
108000,151,3
110000,197,3
112000,182,3
114000,168,4
116000,185,2
118000,181,4
120000,160,2
122000,158,2
124000,186,4
126000,176,2
128000,178,3
130000,172,3
132000,202,2
134000,156,4
136000,190,2
138000,158,3
140000,172,3
142000,178,2
144000,169,3
146000,173,3
148000,190,2
150000,160,4
152000,186,2
154000,165,3
156000,169,3
158000,194,2
160000,154,4
162000,184,2
164000,174,3
166000,168,3
168000,184,2
170000,152,2
172000,188,4
174000,190,2
176000,157,4
178000,189,2
180000,173,3
182000,141,3
184000,206,2
186000,163,4
188000,167,2
190000,190,2
192000,180,4
194000,166,2
196000,173,3
198000,173,3
200000,190,2
202000,156,4
204000,158,2
206000,205,3
208000,157,3
210000,190,2
212000,157,4
214000,189,2
216000,174,2
218000,172,4
220000,170,2
222000,162,2
224000,188,4
226000,174,2
228000,172,4
230000,174,2
232000,184,3
234000,146,3
236000,188,2
238000,190,4
240000,163,2
242000,180,2
244000,177,4
246000,179,2
248000,168,3
250000,173,3
252000,174,2
254000,182,4
256000,180,2
258000,172,3
260000,165,3
262000,167,2
264000,180,4
266000,174,2
268000,176,2
270000,178,4
272000,174,2
274000,173,3
276000,196,3
278000,167,2
280000,164,4
282000,180,2
284000,165,4
286000,180,4
288000,177,2
290000,175,4
292000,165,2
294000,183,3
296000,172,3
298000,189,3
300000,144,2
302000,188,4
304000,175,2
306000,196,4
308000,166,2
310000,182,4
312000,157,2
314000,181,2
316000,172,4
318000,174,2
320000,174,2
322000,188,4
324000,176,2
326000,155,3
328000,189,3
330000,166,2
332000,164,4
334000,174,2
336000,189,3
338000,165,3
340000,198,2
342000,156,4
344000,190,2
346000,154,3
348000,176,3
350000,174,2
352000,188,4
354000,168,2
356000,164,2
358000,172,4
360000,162,2
362000,201,3
364000,173,3
366000,174,2
368000,172,4
370000,190,2
372000,153,2
374000,177,4
376000,181,2
378000,181,4
380000,155,2
382000,177,2
384000,172,4
386000,158,2
388000,205,4
390000,173,2
392000,162,2
394000,171,4
396000,197,2
398000,151,2
400000,185,4
402000,174,2
404000,182,4
406000,152,2
408000,186,2
410000,168,4
412000,178,2
414000,178,3
416000,184,3
418000,163,2
420000,183,4
422000,165,2
424000,170,2
426000,177,4
428000,152,2
430000,203,3
432000,178,3
434000,169,2
436000,188,4
438000,159,2
440000,157,2
442000,193,4
444000,177,2
446000,169,4
448000,169,2
450000,190,3
452000,164,3
454000,182,2
456000,171,3
458000,179,3
460000,154,2
462000,204,4
464000,174,2
466000,173,3
468000,173,3
470000,190,2
472000,156,4
474000,174,2
476000,174,3
478000,172,3
480000,189,2
482000,157,4
484000,174,2
486000,186,3
488000,176,3
490000,174,2
492000,158,3
494000,204,5
496000,158,2
498000,173,4
500000,183,2
502000,167,3
504000,156,3
506000,206,3
508000,158,4
510000,173,2
512000,191,2
514000,188,4
516000,174,2
518000,172,4
520000,158,2
522000,158,2
524000,204,4
526000,144,2
528000,203,3
530000,181,3
532000,182,2
534000,164,4
536000,182,2
538000,165,3
540000,160,3
542000,179,2
544000,188,4
546000,166,2
548000,182,3
550000,171,3
552000,175,2
554000,173,3
556000,181,3
558000,174,2
560000,157,4
562000,185,2
564000,177,3
566000,181,3
568000,174,2
570000,182,4
572000,164,2
574000,188,3
576000,158,3
578000,157,2
580000,200,4
582000,171,2
584000,182,3
586000,178,3
588000,179,2
590000,162,3
592000,177,3
594000,154,2
596000,204,4
598000,142,2
600000,205,3
602000,157,3
604000,201,2
606000,146,4
608000,190,2
610000,141,2
612000,208,4
614000,194,2
616000,153,4
618000,198,2
620000,161,2
622000,156,4
624000,185,2
626000,163,3
628000,188,3
630000,178,2
632000,184,4
634000,174,2
636000,148,2
638000,200,4
640000,172,2
642000,176,4
644000,170,2
646000,174,2
648000,156,4
650000,206,2
652000,172,4
654000,148,2
656000,194,2
658000,162,4
660000,158,2
662000,205,3
664000,173,3
666000,174,2
668000,188,4
670000,174,2
672000,149,4
674000,193,2
676000,178,3
678000,162,5
680000,168,2
682000,193,3
684000,171,3
686000,194,2
688000,154,3
690000,205,4
692000,127,3
694000,204,3
696000,175,2
698000,173,4
700000,175,2
702000,188,2
704000,172,4
706000,158,2
708000,174,2
710000,188,4
712000,190,2
714000,156,4
716000,174,2
718000,185,3
720000,145,3
722000,158,2
724000,215,4
726000,179,2
728000,174,2
730000,185,4
732000,170,2
734000,149,2
736000,199,4
738000,163,2
740000,190,4
742000,156,2
744000,174,2
