1000000,16912,848
1000100,16924,848
1000200,16924,848
1000300,16928,848
1000400,16940,848
1000500,16940,848
1000600,16944,848
1000700,16952,848
1000800,16955,849
1000900,16955,849
1001000,16959,849
1001100,16969,851
1001200,16969,851
1001300,16972,852
1001400,16980,852
1001500,16984,852
1001600,16986,852
1001700,16992,852
1001800,17000,852
1001900,17000,852
1002000,17004,852
1002100,17016,852
1002200,17016,852
1002300,17020,852
1002400,17032,852
1002500,17032,852
1002600,17036,852
1002700,17040,852
1002800,17048,852
1002900,17048,852
1003000,17052,852
1003100,17064,852
1003200,17064,852
1003300,17068,852
1003400,17076,853
1003500,17079,853
1003600,17083,853
1003700,17083,854
1003800,17093,855
1003900,17093,855
1004000,17096,856
1004100,17108,856
1004200,17108,856
1004300,17112,856
1004400,17120,856
1004500,17124,856
1004600,17127,856
1004700,17132,856
1004800,17140,856
1004900,17140,856
1005000,17144,856
1005100,17156,856
1005200,17156,856
1005300,17160,856
1005400,17172,856
1005500,17172,856
1005600,17176,856
1005700,17180,856
1005800,17188,856
1005900,17188,856
1006000,17194,856
1006100,17203,857
1006200,17203,857
1006300,17207,857
1006400,17211,859
1006500,17217,859
1006600,17217,860
1006700,17223,860
1006800,17232,860
1006900,17232,860
1007000,17236,860
1007100,17248,860
1007200,17248,860
1007300,17252,860
1007400,17260,860
1007500,17264,860
1007600,17264,860
1007700,17272,860
1007800,17280,860
1007900,17280,860
1008000,17284,860
1008100,17296,860
1008200,17296,860
1008300,17300,860
1008400,17312,860
1008500,17312,860
1008600,17312,860
1008700,17320,860
1008800,17327,861
1008900,17327,861
1009000,17331,861
1009100,17337,863
1009200,17341,863
1009300,17342,864
1009400,17349,864
1009500,17356,864
1009600,17356,864
1009700,17364,864
1009800,17372,864
1009900,17372,864
1010000,17376,864
1010100,17388,864
1010200,17388,864
1010300,17392,864
1010400,17400,864
1010500,17404,864
1010600,17404,864
1010700,17412,864
1010800,17420,864
1010900,17420,864
1011000,17424,864
1011100,17436,864
1011200,17436,864
1011300,17440,864
1011400,17448,864
1011500,17451,865
1011600,17454,865
1011700,17455,866
1011800,17465,867
1011900,17465,867
1012000,17468,868
1012100,17476,868
1012200,17480,868
1012300,17484,868
1012400,17492,868
1012500,17496,868
1012600,17496,868
1012700,17503,868
1012800,17512,868
1012900,17512,868
1013000,17516,868
1013100,17528,868
1013200,17528,868
1013300,17532,868
1013400,17540,868
1013500,17544,868
1013600,17544,868
1013700,17552,868
1013800,17560,868
1013900,17560,868
1014000,17564,868
1014100,17572,869
1014200,17575,869
1014300,17579,869
1014400,17582,871
1014500,17589,871
1014600,17589,871
1014700,17592,872
1014800,17604,872
1014900,17604,872
1015000,17608,872
1015100,17616,872
1015200,17620,872
1015300,17620,872
1015400,17632,872
1015500,17636,872
1015600,17636,872
1015700,17643,872
1015800,17652,872
1015900,17652,872
1016000,17656,872
1016100,17668,872
1016200,17668,872
1016300,17671,872
1016400,17680,872
1016500,17684,872
1016600,17684,872
1016700,17692,872
1016800,17699,873
1016900,17699,873
1017000,17703,873
1017100,17709,875
1017200,17713,875
1017300,17713,875
1017400,17720,876
1017500,17728,876
1017600,17728,876
1017700,17732,876
1017800,17744,876
1017900,17744,876
1018000,17748,876
1018100,17758,876
1018200,17760,876
1018300,17760,876
1018400,17772,876
1018500,17776,876
1018600,17776,876
1018700,17783,876
1018800,17792,876
1018900,17792,876
1019000,17796,876
1019100,17808,876
1019200,17808,876
1019300,17812,876
1019400,17820,876
1019500,17823,877
1019600,17823,877
1019700,17827,878
1019800,17837,879
1019900,17837,879
1020000,17840,880
1020100,17848,880
1020200,17852,880
1020300,17852,880
1020400,17860,880
1020500,17868,880
1020600,17868,880
1020700,17872,880
1020800,17884,880
1020900,17884,880
1021000,17888,880
1021100,17899,880
1021200,17900,880
1021300,17900,880
1021400,17912,880
1021500,17916,880
1021600,17916,880
1021700,17924,880
1021800,17932,880
1021900,17932,880
1022000,17936,880
1022100,17944,881
1022200,17947,881
1022300,17951,881
1022400,17954,883
1022500,17961,883
1022600,17961,883
1022700,17964,884
1022800,17976,884
1022900,17976,884
1023000,17977,884
1023100,17988,884
1023200,17992,884
1023300,17992,884
1023400,18002,884
1023500,18008,884
1023600,18008,884
1023700,18012,884
1023800,18024,884
1023900,18024,884
1024000,18028,884
1024100,18039,884
1024200,18040,884
1024300,18040,884
1024400,18052,884
1024500,18056,884
1024600,18056,884
1024700,18064,884
1024800,18071,885
1024900,18071,885
1025000,18075,885
1025100,18081,887
1025200,18085,887
1025300,18085,887
1025400,18092,888
1025500,18100,888
1025600,18100,888
1025700,18104,888
1025800,18116,888
1025900,18116,888
1026000,18116,888
1026100,18128,888
1026200,18132,888
1026300,18132,888
1026400,18142,888
1026500,18148,888
1026600,18148,888
1026700,18152,888
1026800,18164,888
1026900,18164,888
1027000,18168,888
1027100,18180,888
1027200,18180,888
1027300,18180,888
1027400,18192,888
1027500,18195,889
1027600,18195,889
1027700,18199,889
1027800,18209,891
1027900,18209,891
1028000,18209,892
1028100,18220,892
1028200,18224,892
1028300,18224,892
1028400,18232,892
1028500,18240,892
1028600,18240,892
1028700,18244,892
1028800,18256,892
1028900,18256,892
1029000,18259,892
1029100,18268,892
1029200,18272,892
1029300,18272,892
1029400,18283,892
1029500,18288,892
1029600,18288,892
1029700,18295,892
1029800,18304,892
1029900,18304,892
1030000,18308,892
1030100,18316,892
1030200,18319,893
1030300,18319,893
1030400,18326,894
1030500,18333,895
1030600,18333,895
1030700,18336,896
1030800,18348,896
1030900,18348,896
1031000,18348,896
1031100,18360,896
1031200,18364,896
1031300,18364,896
1031400,18372,896
1031500,18380,896
1031600,18380,896
1031700,18384,896
1031800,18396,896
1031900,18396,896
1032000,18400,896
1032100,18410,896
1032200,18412,896
1032300,18412,896
1032400,18424,896
1032500,18428,896
1032600,18428,896
1032700,18435,896
1032800,18442,897
1032900,18443,897
1033000,18447,897
1033100,18453,899
1033200,18457,899
1033300,18457,899
1033400,18464,900
1033500,18472,900
1033600,18472,900
1033700,18476,900
1033800,18488,900
1033900,18488,900
1034000,18488,900
1034100,18500,900
1034200,18504,900
1034300,18504,900
1034400,18512,900
1034500,18520,900
1034600,18520,900
1034700,18524,900
1034800,18536,900
1034900,18536,900
1035000,18540,900
1035100,18552,900
1035200,18552,900
1035300,18552,900
1035400,18564,900
1035500,18567,901
1035600,18567,901
1035700,18571,901
1035800,18579,903
1035900,18581,903
1036000,18581,904
1036100,18592,904
1036200,18596,904
1036300,18596,904
1036400,18604,904
1036500,18612,904
1036600,18612,904
1036700,18616,904
1036800,18628,904
1036900,18628,904
1037000,18628,904
1037100,18640,904
1037200,18644,904
1037300,18644,904
1037400,18652,904
1037500,18660,904
1037600,18660,904
1037700,18664,904
1037800,18676,904
1037900,18676,904
1038000,18680,904
1038100,18688,904
1038200,18691,905
1038300,18691,905
1038400,18695,906
1038500,18705,907
1038600,18705,907
1038700,18708,908
1038800,18720,908
1038900,18720,908
1039000,18720,908
1039100,18732,908
1039200,18736,908
1039300,18736,908
1039400,18743,908
1039500,18752,908
1039600,18752,908
1039700,18756,908
1039800,18768,908
1039900,18768,908
1040000,18768,908
1040100,18780,908
1040200,18784,908
1040300,18784,908
1040400,18792,908
1040500,18800,908
1040600,18800,908
1040700,18804,908
1040800,18812,909
1040900,18815,909
1041000,18818,909
1041100,18822,911
1041200,18829,911
1041300,18829,911
1041400,18832,912
1041500,18844,912
1041600,18844,912
1041700,18848,912
1041800,18860,912
1041900,18860,912
1042000,18860,912
1042100,18871,912
1042200,18876,912
1042300,18876,912
1042400,18884,912
1042500,18892,912
1042600,18892,912
1042700,18896,912
1042800,18908,912
1042900,18908,912
1043000,18908,912
1043100,18920,912
1043200,18924,912
1043300,18924,912
1043400,18932,912
1043500,18939,913
1043600,18939,913
1043700,18943,913
1043800,18951,915
1043900,18953,915
1044000,18953,915
1044100,18960,916
1044200,18968,916
1044300,18968,916
1044400,18973,916
1044500,18984,916
1044600,18984,916
1044700,18988,916
1044800,19000,916
1044900,19000,916
1045000,19000,916
1045100,19012,916
1045200,19016,916
1045300,19016,916
1045400,19024,916
1045500,19032,916
1045600,19032,916
1045700,19036,916
1045800,19048,916
1045900,19048,916
1046000,19048,916
1046100,19060,916
1046200,19063,917
1046300,19063,917
1046400,19067,918
1046500,19077,919
1046600,19077,919
1046700,19078,920
1046800,19089,920
1046900,19092,920
1047000,19092,920
1047100,19100,920
1047200,19108,920
1047300,19108,920
1047400,19116,920
1047500,19124,920
1047600,19124,920
1047700,19127,920
