1000000,14752,2624
1000100,14755,2625
1000200,14758,2627
1000300,14761,2627
1000400,14767,2629
1000500,14767,2630
1000600,14773,2631
1000700,14776,2632
1000800,14779,2633
1000900,14782,2634
1001000,14786,2634
1001100,14793,2635
1001200,14796,2635
1001300,14801,2635
1001400,14805,2635
1001500,14809,2635
1001600,14817,2635
1001700,14818,2635
1001800,14825,2635
1001900,14828,2636
1002000,14831,2637
1002100,14834,2639
1002200,14837,2639
1002300,14843,2641
1002400,14843,2642
1002500,14849,2643
1002600,14851,2644
1002700,14855,2645
1002800,14858,2647
1002900,14861,2647
1003000,14867,2649
1003100,14867,2650
1003200,14873,2651
1003300,14875,2652
1003400,14879,2653
1003500,14882,2655
1003600,14885,2655
1003700,14892,2656
1003800,14892,2657
1003900,14899,2657
1004000,14903,2657
1004100,14907,2657
1004200,14915,2657
1004300,14915,2657
1004400,14923,2657
1004500,14927,2657
1004600,14931,2657
1004700,14934,2659
1004800,14937,2659
1004900,14943,2661
1005000,14943,2661
1005100,14949,2663
1005200,14952,2664
1005300,14955,2665
1005400,14958,2667
1005500,14961,2667
1005600,14967,2669
1005700,14967,2669
1005800,14973,2671
1005900,14973,2672
1006000,14979,2673
1006100,14982,2675
1006200,14985,2675
1006300,14991,2677
1006400,14991,2677
1006500,14998,2678
1006600,14998,2679
1006700,15005,2679
1006800,15013,2679
1006900,15013,2679
1007000,15021,2679
1007100,15025,2679
1007200,15029,2679
1007300,15037,2679
1007400,15037,2679
1007500,15043,2681
1007600,15043,2681
1007700,15049,2683
1007800,15050,2684
1007900,15055,2685
1008000,15058,2687
1008100,15061,2687
1008200,15067,2689
1008300,15067,2689
1008400,15073,2691
1008500,15074,2692
1008600,15079,2693
1008700,15082,2695
1008800,15085,2695
1008900,15091,2697
1009000,15091,2697
1009100,15097,2699
1009200,15098,2700
1009300,15104,2700
1009400,15107,2701
1009500,15111,2701
1009600,15119,2701
1009700,15119,2701
1009800,15127,2701
1009900,15133,2701
1010000,15135,2701
1010100,15143,2701
1010200,15143,2701
1010300,15149,2703
1010400,15149,2704
1010500,15155,2705
1010600,15158,2707
1010700,15161,2707
1010800,15167,2709
1010900,15167,2709
1011000,15173,2711
1011100,15173,2712
1011200,15179,2713
1011300,15182,2715
1011400,15185,2715
1011500,15191,2717
1011600,15191,2717
1011700,15197,2719
1011800,15197,2720
1011900,15203,2721
1012000,15206,2722
1012100,15210,2722
1012200,15217,2723
1012300,15217,2723
1012400,15225,2723
1012500,15229,2723
1012600,15233,2723
1012700,15241,2723
1012800,15241,2723
1012900,15249,2723
1013000,15249,2724
1013100,15255,2725
1013200,15258,2727
1013300,15261,2727
1013400,15267,2729
1013500,15267,2729
1013600,15273,2731
1013700,15273,2732
1013800,15279,2733
1013900,15282,2735
1014000,15285,2735
1014100,15291,2737
1014200,15291,2737
1014300,15297,2739
1014400,15297,2740
1014500,15303,2741
1014600,15306,2742
1014700,15309,2743
1014800,15316,2744
1014900,15316,2744
1015000,15323,2745
1015100,15327,2745
1015200,15331,2745
1015300,15335,2745
1015400,15339,2745
1015500,15347,2745
1015600,15351,2745
1015700,15355,2745
1015800,15358,2747
1015900,15361,2747
1016000,15364,2749
1016100,15367,2749
1016200,15373,2751
1016300,15373,2752
1016400,15379,2753
1016500,15382,2755
1016600,15385,2755
1016700,15388,2757
1016800,15391,2757
1016900,15397,2759
1017000,15397,2760
1017100,15403,2761
1017200,15406,2763
1017300,15409,2763
1017400,15412,2764
1017500,15415,2765
1017600,15422,2766
1017700,15422,2767
1017800,15429,2767
1017900,15435,2767
1018000,15437,2767
1018100,15443,2767
1018200,15449,2767
1018300,15453,2767
1018400,15457,2767
1018500,15461,2767
1018600,15465,2769
1018700,15467,2769
1018800,15473,2771
1018900,15473,2772
1019000,15479,2773
1019100,15481,2774
1019200,15485,2775
1019300,15489,2777
1019400,15491,2777
1019500,15497,2779
1019600,15497,2780
1019700,15503,2781
1019800,15505,2782
1019900,15509,2783
1020000,15512,2785
1020100,15515,2785
1020200,15521,2787
1020300,15521,2787
1020400,15528,2788
1020500,15530,2789
1020600,15535,2789
1020700,15543,2789
1020800,15543,2789
1020900,15551,2789
1021000,15555,2789
1021100,15559,2789
1021200,15567,2789
1021300,15567,2789
1021400,15573,2791
1021500,15573,2791
1021600,15579,2793
1021700,15579,2794
1021800,15585,2795
1021900,15588,2797
1022000,15591,2797
1022100,15597,2799
1022200,15597,2799
1022300,15603,2801
1022400,15603,2802
1022500,15609,2803
1022600,15612,2805
1022700,15615,2805
1022800,15621,2807
1022900,15621,2807
1023000,15627,2809
1023100,15627,2810
1023200,15634,2810
1023300,15637,2811
1023400,15641,2811
1023500,15649,2811
1023600,15649,2811
1023700,15657,2811
1023800,15663,2811
1023900,15665,2811
1024000,15673,2811
1024100,15673,2811
1024200,15679,2813
1024300,15679,2814
1024400,15685,2815
1024500,15688,2817
1024600,15691,2817
1024700,15696,2819
1024800,15697,2819
1024900,15703,2821
1025000,15703,2822
1025100,15709,2823
1025200,15712,2825
1025300,15715,2825
