cycle,row_hit,row_miss
6000,71,5
8000,183,1
10000,172,4
12000,179,1
14000,183,1
16000,178,6
18000,170,2
20000,184,4
22000,162,2
24000,180,2
26000,166,4
28000,190,2
30000,165,3
32000,181,3
34000,190,2
36000,160,4
38000,167,2
40000,180,4
42000,169,2
44000,186,2
46000,176,4
48000,166,2
50000,179,2
52000,175,4
54000,174,2
56000,165,3
58000,185,3
60000,169,2
62000,173,4
64000,166,2
66000,182,3
68000,168,3
70000,194,2
72000,157,4
74000,181,2
76000,182,3
78000,184,3
80000,162,2
82000,165,3
84000,181,3
86000,174,2
88000,183,4
90000,163,2
92000,189,3
94000,157,3
96000,206,2
98000,156,4
100000,190,2
102000,158,3
104000,170,3
106000,178,2
108000,186,4
110000,166,2
112000,182,2
114000,183,4
116000,163,2
118000,172,3
120000,174,3
122000,174,2
124000,176,4
126000,170,2
128000,174,3
130000,188,3
132000,174,2
134000,159,4
136000,187,2
138000,174,2
140000,188,4
142000,166,2
144000,178,4
146000,169,2
148000,165,2
150000,172,4
152000,161,2
154000,200,3
156000,175,3
158000,174,2
160000,172,4
162000,182,2
164000,166,3
166000,172,3
168000,177,3
170000,175,5
172000,168,2
174000,175,2
176000,173,4
178000,179,2
180000,177,3
182000,171,4
184000,168,2
186000,189,4
188000,173,2
190000,176,2
192000,172,4
194000,172,2
196000,184,4
198000,152,2
200000,186,2
202000,165,4
204000,197,2
206000,162,3
208000,182,3
210000,176,2
212000,172,4
214000,189,2
216000,159,2
218000,156,4
220000,190,2
222000,174,4
224000,172,2
226000,190,2
228000,164,4
230000,182,2
232000,158,3
234000,183,3
236000,163,2
238000,173,4
240000,173,2
242000,190,2
244000,164,4
246000,182,2
248000,169,3
250000,180,3
252000,155,2
254000,188,4
256000,174,2
258000,189,3
260000,141,3
262000,206,2
264000,159,4
266000,171,2
268000,190,3
270000,188,3
272000,174,2
274000,172,4
276000,171,2
278000,152,2
280000,197,4
282000,174,2
284000,158,2
286000,188,4
288000,169,2
290000,175,4
292000,176,2
294000,174,3
296000,156,3
298000,204,2
300000,157,3
302000,175,3
304000,178,2
306000,184,4
308000,161,2
310000,186,3
312000,169,3
314000,170,2
316000,165,3
318000,181,3
320000,182,2
322000,172,4
324000,186,2
326000,176,4
328000,174,2
330000,158,2
332000,180,4
334000,178,2
336000,192,4
338000,158,2
340000,174,2
342000,172,4
344000,174,2
346000,174,3
348000,188,3
350000,161,2
352000,170,4
354000,197,3
356000,166,3
358000,163,4
360000,168,2
362000,182,3
364000,182,3
366000,190,2
368000,150,5
370000,181,2
372000,178,3
374000,161,3
376000,185,2
378000,170,3
380000,173,3
382000,166,2
384000,165,4
386000,189,2
388000,189,3
390000,157,3
392000,197,2
394000,151,4
396000,178,2
398000,184,2
400000,188,4
402000,157,2
404000,174,3
406000,162,3
408000,201,2
410000,145,4
412000,169,2
414000,203,3
416000,159,3
418000,182,2
420000,173,4
422000,181,2
424000,145,2
426000,201,4
428000,168,2
430000,177,3
432000,178,3
434000,187,2
436000,174,4
438000,172,2
440000,158,3
442000,172,3
444000,190,2
446000,172,4
448000,166,2
450000,182,2
452000,172,4
454000,174,2
456000,173,3
458000,181,3
460000,160,2
462000,202,4
464000,166,2
466000,183,4
468000,170,2
470000,167,2
472000,172,4
474000,190,2
476000,159,3
478000,155,3
480000,198,2
482000,150,2
484000,196,4
486000,182,2
488000,186,4
490000,165,2
492000,160,3
494000,185,3
496000,174,2
498000,184,4
500000,161,2
502000,186,3
504000,157,3
506000,206,2
508000,126,3
510000,204,3
512000,181,3
514000,165,4
516000,176,2
518000,171,5
520000,174,2
522000,186,2
524000,169,4
526000,183,2
528000,171,4
530000,175,3
532000,175,2
534000,189,4
536000,158,2
538000,184,3
540000,146,3
542000,186,2
544000,179,4
546000,171,2
548000,190,2
550000,172,4
552000,181,2
554000,158,3
556000,197,3
558000,142,2
560000,188,4
562000,158,2
564000,205,3
566000,167,3
568000,196,2
570000,156,4
572000,190,2
574000,148,3
576000,184,3
578000,172,2
580000,173,3
582000,189,3
584000,175,3
586000,171,3
588000,175,2
590000,172,3
592000,157,3
594000,200,2
596000,178,4
598000,165,2
600000,185,4
602000,178,2
604000,166,2
606000,180,4
608000,166,2
610000,174,2
612000,188,4
614000,174,2
616000,172,4
618000,174,2
620000,158,3
622000,161,3
624000,217,2
626000,142,2
628000,188,4
630000,190,2
632000,174,4
634000,173,2
636000,157,2
638000,177,4
640000,185,2
642000,172,4
644000,174,2
646000,179,3
648000,151,3
650000,206,2
652000,165,4
654000,176,2
656000,179,2
658000,141,4
660000,201,2
662000,177,3
664000,173,3
666000,190,2
668000,166,4
670000,172,2
672000,181,3
674000,157,3
676000,190,2
678000,142,2
680000,188,4
682000,190,3
684000,188,3
686000,174,2
688000,157,4
690000,157,2
692000,202,2
694000,192,4
696000,126,2
698000,220,5
700000,174,2
702000,158,3
704000,170,4
706000,193,2
708000,141,2
710000,212,4
712000,169,2
714000,186,5
716000,177,2
718000,159,3
720000,156,3
722000,190,2
724000,173,3
726000,189,3
728000,182,3
730000,164,3
732000,184,2
734000,148,3
736000,190,3
738000,172,2
740000,188,4
742000,158,2
744000,174,2
