cycle,row_hit,row_miss
603800,0,0
603900,0,0
604000,0,0
604100,0,0
604200,14,4
604300,20,4
604400,20,4
604500,20,4
604600,28,4
604700,28,4
604800,28,4
604900,32,4
605000,35,6
605100,35,6
605200,35,6
605300,39,6
605400,43,6
605500,43,6
605600,47,6
605700,51,6
605800,51,6
605900,55,6
606000,59,6
606100,59,6
606200,59,6
606300,67,6
606400,67,6
606500,67,6
606600,71,6
606700,75,6
606800,75,6
606900,75,7
607000,81,8
607100,81,8
607200,81,8
607300,85,8
607400,89,8
607500,89,8
607600,93,8
607700,97,8
607800,97,8
607900,101,8
608000,105,8
608100,105,8
608200,105,8
608300,113,8
608400,113,8
608500,113,8
608600,117,8
608700,121,8
608800,121,8
608900,125,8
609000,129,8
609100,129,8
609200,129,8
609300,137,8
609400,137,8
609500,137,8
609600,140,9
609700,143,10
609800,143,10
609900,143,10
610000,151,10
610100,151,10
610200,151,10
610300,155,10
610400,159,10
610500,159,10
610600,163,10
610700,167,10
610800,167,10
610900,171,10
611000,175,10
611100,175,10
611200,175,10
611300,183,10
611400,183,10
611500,183,10
611600,187,10
611700,191,10
611800,191,10
611900,195,10
612000,199,10
612100,199,10
612200,199,10
612300,202,12
612400,205,12
612500,205,12
612600,209,12
612700,213,12
612800,213,12
612900,213,12
613000,221,12
613100,221,12
613200,221,12
613300,227,12
613400,229,12
613500,229,12
613600,233,12
613700,237,12
613800,237,12
613900,239,12
614000,245,12
614100,245,12
614200,245,12
614300,253,12
614400,253,12
614500,253,12
614600,257,12
614700,261,12
614800,261,12
614900,261,12
615000,267,14
615100,267,14
615200,267,14
615300,271,14
615400,275,14
615500,275,14
615600,279,14
615700,283,14
615800,283,14
615900,283,14
616000,291,14
616100,291,14
616200,291,14
616300,295,14
616400,299,14
616500,299,14
616600,303,14
616700,307,14
616800,307,14
616900,311,14
617000,315,14
617100,315,14
617200,315,14
617300,323,14
617400,323,14
617500,323,14
617600,326,15
617700,329,16
617800,329,16
617900,329,16
618000,337,16
618100,337,16
618200,337,16
618300,341,16
618400,345,16
618500,345,16
618600,349,16
618700,353,16
618800,353,16
618900,353,16
619000,361,16
619100,361,16
619200,361,16
619300,368,16
619400,369,16
619500,369,16
619600,373,16
619700,377,16
619800,377,16
619900,381,16
620000,385,16
620100,385,16
620200,385,16
620300,388,17
620400,391,18
620500,391,18
620600,395,18
620700,399,18
620800,399,18
620900,399,18
621000,407,18
621100,407,18
621200,407,18
621300,411,18
621400,415,18
621500,415,18
621600,419,18
621700,423,18
621800,423,18
621900,423,18
622000,431,18
622100,431,18
622200,431,18
