cycle,row_hit,row_miss
6000,66,6
8000,182,2
10000,174,2
12000,182,2
14000,190,2
16000,164,3
18000,181,3
20000,172,4
22000,182,2
24000,182,2
26000,184,4
28000,162,2
30000,165,3
32000,181,3
34000,166,2
36000,180,4
38000,174,2
40000,174,2
42000,172,4
44000,186,2
46000,161,3
48000,181,3
50000,182,2
52000,168,4
54000,177,2
56000,166,3
58000,168,3
60000,183,2
62000,180,4
64000,162,2
66000,185,4
68000,169,2
70000,186,2
72000,176,4
74000,166,2
76000,166,2
78000,184,4
80000,178,2
82000,165,3
84000,181,3
86000,190,2
88000,156,4
90000,190,2
92000,161,4
94000,178,2
96000,181,2
98000,172,4
100000,158,2
102000,190,2
104000,168,4
106000,184,2
108000,174,4
110000,182,2
112000,155,2
114000,191,4
116000,174,2
118000,165,3
120000,181,3
122000,174,3
124000,172,5
126000,174,2
128000,176,3
130000,156,3
132000,208,2
134000,181,4
136000,164,3
138000,175,3
140000,172,3
142000,191,2
144000,157,4
146000,177,2
148000,170,2
150000,184,4
152000,178,2
154000,162,4
156000,182,2
158000,168,2
160000,155,4
162000,199,2
164000,174,2
166000,184,4
168000,163,2
170000,172,3
172000,182,3
174000,169,2
176000,172,4
178000,170,2
180000,176,3
182000,170,3
184000,206,2
186000,126,3
188000,204,3
190000,174,2
192000,164,4
194000,182,2
196000,173,3
198000,173,3
200000,174,2
202000,188,4
204000,158,2
206000,174,3
208000,172,3
210000,182,2
212000,150,3
214000,188,3
216000,190,2
218000,188,4
220000,158,2
222000,173,3
224000,173,3
226000,158,2
228000,197,4
230000,165,2
232000,176,3
234000,170,3
236000,203,2
238000,159,4
240000,190,2
242000,145,2
244000,185,4
246000,174,2
248000,173,3
250000,181,3
252000,182,2
254000,141,4
256000,205,2
258000,165,3
260000,181,3
262000,174,2
264000,172,4
266000,190,2
268000,158,2
270000,156,4
272000,198,2
274000,150,3
276000,188,3
278000,190,2
280000,169,4
282000,178,2
284000,187,4
286000,158,2
288000,174,2
290000,172,4
292000,190,2
294000,142,3
296000,204,3
298000,142,2
300000,189,3
302000,192,3
304000,171,2
306000,145,5
308000,188,2
310000,178,4
312000,182,3
314000,174,2
316000,173,4
318000,175,2
320000,174,4
322000,171,3
324000,167,2
326000,183,4
328000,181,2
330000,166,2
332000,186,4
334000,166,2
336000,168,2
338000,188,4
340000,174,2
342000,184,4
344000,154,2
346000,182,3
348000,156,3
350000,205,2
352000,156,3
354000,191,3
356000,142,2
358000,204,4
360000,168,2
362000,179,3
364000,173,3
366000,174,2
368000,170,4
370000,168,2
372000,182,2
374000,172,4
376000,174,2
378000,168,3
380000,188,3
382000,164,2
384000,180,4
386000,166,2
388000,174,3
390000,164,3
392000,198,2
394000,172,4
396000,166,2
398000,182,2
400000,172,4
402000,174,2
404000,165,3
406000,189,3
408000,150,2
410000,198,4
412000,180,2
414000,158,3
416000,170,3
418000,192,2
420000,157,3
422000,189,3
424000,174,2
426000,181,4
428000,171,2
430000,167,3
432000,173,3
434000,174,2
436000,172,4
438000,158,2
440000,205,3
442000,157,3
444000,196,2
446000,136,3
448000,204,3
450000,174,2
452000,188,4
454000,166,2
456000,180,4
458000,157,2
460000,175,2
462000,172,4
464000,164,2
466000,199,3
468000,151,4
470000,192,2
472000,184,5
474000,151,2
476000,191,3
478000,188,3
480000,175,2
482000,172,5
484000,174,2
486000,147,2
488000,201,4
490000,182,2
492000,165,3
494000,173,3
496000,190,2
498000,164,4
500000,166,2
502000,181,3
504000,181,3
506000,158,2
508000,188,4
510000,174,2
512000,175,3
514000,163,3
516000,195,2
518000,156,3
520000,185,3
522000,173,2
524000,181,4
526000,171,2
528000,176,3
530000,173,3
532000,170,2
534000,161,3
536000,190,3
538000,173,3
540000,188,3
542000,174,2
544000,161,4
546000,201,2
548000,158,2
550000,188,4
552000,166,2
554000,165,3
556000,179,3
558000,184,2
560000,176,4
562000,170,2
564000,173,4
566000,157,2
568000,190,2
570000,172,4
572000,174,2
574000,174,2
576000,188,4
578000,174,2
580000,158,4
582000,188,2
584000,174,2
586000,164,4
588000,178,2
590000,191,4
592000,167,2
594000,172,2
596000,148,3
598000,199,3
600000,167,2
602000,188,4
604000,174,2
606000,184,4
608000,162,2
610000,189,3
612000,141,3
614000,165,2
616000,220,4
618000,151,2
620000,203,3
622000,159,3
624000,190,2
626000,172,4
628000,174,2
630000,171,2
632000,159,4
634000,158,2
636000,205,3
638000,173,3
640000,190,2
642000,143,3
644000,203,3
646000,135,3
648000,195,3
650000,174,2
652000,173,4
654000,189,3
656000,142,3
658000,205,4
660000,181,2
662000,167,3
664000,168,3
666000,183,2
668000,169,5
670000,175,2
672000,175,2
674000,188,4
676000,174,2
678000,172,4
680000,174,2
682000,142,2
684000,204,4
686000,190,2
688000,172,4
690000,174,2
692000,174,2
694000,156,4
696000,194,2
698000,154,2
700000,188,4
702000,174,2
704000,188,4
706000,180,2
708000,167,4
710000,148,2
712000,176,2
714000,210,4
716000,143,2
718000,190,3
720000,188,3
722000,174,2
724000,162,4
726000,199,2
728000,146,3
730000,154,3
732000,205,2
734000,173,4
736000,173,2
738000,190,2
740000,172,4
742000,174,2
744000,158,2
